"PFE","UNH","JNJ","AZN","SYK","CVS","LLY","Dates","date"
13.913935,45.57753,14.946206,47.304016,35.134029,47.645092,30.188507,"2012-03-21",2012-03-21
13.888364,45.501522,14.906715,46.760685,35.008854,47.42437,30.082722,"2012-03-22",2012-03-22
13.945889,45.315739,14.867226,46.950413,35.313969,47.490589,30.128048,"2012-03-23",2012-03-23
14.163198,46.531799,15.021893,47.873207,35.712967,47.946728,30.430307,"2012-03-26",2012-03-26
14.380499,46.810493,14.896843,47.726593,35.470428,48.115948,30.422766,"2012-03-27",2012-03-27
14.322986,46.818943,14.699403,47.659927,34.891506,48.277802,30.460556,"2012-03-28",2012-03-28
14.329372,49.073746,14.643459,47.685913,34.648987,48.218941,30.196064,"2012-03-29",2012-03-29
14.476374,49.774685,14.640174,48.032211,35.047981,48.527946,30.430307,"2012-03-30",2012-03-30
14.438026,49.926701,14.900136,48.092804,35.259205,48.711891,30.589018,"2012-04-02",2012-04-02
14.406068,50.163155,14.83103,48.118778,35.134029,48.469086,30.468103,"2012-04-03",2012-04-03
14.310199,49.876034,14.600681,47.417522,34.664642,48.108585,30.475655,"2012-04-04",2012-04-04
14.278244,49.833786,14.544742,47.642616,34.907166,48.0718,30.589018,"2012-04-05",2012-04-05
14.092894,49.099087,14.495382,46.880749,34.375183,47.762798,30.014708,"2012-04-09",2012-04-09
14.05454,48.609287,14.462474,45.980366,34.054428,47.233074,29.788006,"2012-04-10",2012-04-10
14.028979,48.997734,14.617135,46.603718,34.22654,47.181595,29.825794,"2012-04-11",2012-04-11
14.009801,49.369331,14.817866,47.49543,34.015331,47.196297,29.908916,"2012-04-12",2012-04-12
13.965064,49.02309,14.551324,46.716259,33.976196,46.74752,29.606651,"2012-04-13",2012-04-13
14.048151,48.440369,14.715859,46.958675,34.11702,47.071228,29.924036,"2012-04-16",2012-04-16
14.259064,49.0653,14.896843,47.521423,34.375183,47.247807,30.271626,"2012-04-17",2012-04-17
14.348543,48.406597,14.933039,48.014893,34.1092,46.541515,29.999594,"2012-04-18",2012-04-18
14.278244,49.580452,14.936334,47.062557,34.025173,46.372295,30.037384,"2012-04-19",2012-04-19
14.418851,50.256046,15.209455,46.690296,34.810425,46.872593,30.158278,"2012-04-20",2012-04-20
14.303806,49.985813,14.985691,45.625408,33.962353,46.622452,30.082722,"2012-04-23",2012-04-23
14.463589,49.588886,15.077832,46.023659,34.095852,46.91674,30.196064,"2012-04-24",2012-04-24
14.623377,49.715569,15.107445,46.473839,34.394253,47.402306,30.830824,"2012-04-25",2012-04-25
14.738418,49.29332,14.268328,46.80283,35.006741,47.637733,30.89127,"2012-04-26",2012-04-26
14.751194,48.904861,14.330848,47.235718,35.242313,47.703934,31.208643,"2012-04-27",2012-04-27
14.636151,47.418541,14.446022,47.244358,35.038147,47.895229,31.276657,"2012-04-30",2012-04-30
14.559461,48.24614,14.574358,47.504082,35.108833,47.983528,31.163313,"2012-05-01",2012-05-01
14.482761,47.849224,14.508546,47.322289,36.05899,48.064445,31.344675,"2012-05-02",2012-05-02
14.444419,47.055393,14.610555,47.408859,36.231747,48.0718,31.18597,"2012-05-03",2012-05-03
14.303806,46.210896,14.446022,46.63834,35.666351,47.630371,31.193529,"2012-05-04",2012-05-04
14.348543,46.658489,14.465764,46.854778,35.540707,47.674522,31.442896,"2012-05-07",2012-05-07
14.329372,47.139847,14.475639,46.880749,35.548569,47.806946,31.450439,"2012-05-08",2012-05-08
14.490735,46.633152,14.294654,46.101574,35.517162,47.291943,31.208643,"2012-05-09",2012-05-09
14.736014,46.69228,14.261745,46.205471,36.09824,47.505299,31.548698,"2012-05-10",2012-05-10
14.619834,46.616264,14.297943,46.04097,35.587833,47.336079,31.548695,"2012-05-11",2012-05-11
14.581108,46.582489,14.103791,45.573448,35.430794,47.034447,31.296354,"2012-05-14",2012-05-14
14.39392,46.396694,13.949131,45.010715,35.587833,46.799011,31.028732,"2012-05-15",2012-05-15
14.613379,46.362919,13.903064,44.785625,35.4622,46.872593,31.15873,"2012-05-16",2012-05-16
14.561737,46.346024,13.705621,44.136303,35.234474,46.754871,30.990517,"2012-05-17",2012-05-17
14.568195,45.594421,13.6431,43.512955,34.888958,46.607727,30.921684,"2012-05-18",2012-05-18
14.548831,46.911839,13.889899,44.525898,35.242313,46.696011,31.066975,"2012-05-21",2012-05-21
14.439098,47.055393,13.69575,44.776962,35.289444,46.732807,31.349876,"2012-05-22",2012-05-22
14.258372,46.751396,13.511472,44.396027,35.171642,46.548882,31.097555,"2012-05-23",2012-05-23
14.290645,47.47765,13.550961,44.776962,35.470055,46.875725,31.472225,"2012-05-24",2012-05-24
14.284191,47.393196,13.567413,44.889515,35.320839,46.437435,31.433983,"2012-05-25",2012-05-25
14.316463,47.418541,13.527925,45.53017,35.839119,46.496872,31.579283,"2012-05-29",2012-05-29
14.226101,47.435429,13.290997,44.629791,35.595692,46.214561,31.342249,"2012-05-30",2012-05-30
14.116364,47.097626,13.29758,44.543209,35.289444,46.378014,31.311666,"2012-05-31",2012-05-31
13.967914,46.48114,13.188989,43.296516,34.23719,45.895142,30.7076,"2012-06-01",2012-06-01
13.948547,46.371353,13.182407,43.149342,34.637665,46.311142,30.699959,"2012-06-04",2012-06-04
13.94209,47.325634,13.172533,43.971806,34.574856,46.214561,31.059334,"2012-06-05",2012-06-05
14.142185,48.727509,13.458824,44.370064,35.210911,46.652874,31.357538,"2012-06-06",2012-06-06
14.161551,48.51638,13.48844,44.3181,34.904663,46.652874,31.556334,"2012-06-07",2012-06-07
14.290645,48.980854,13.587159,44.422009,35.250187,46.786587,31.755142,"2012-06-08",2012-06-08
14.264825,48.524826,13.504889,44.508568,35.124535,46.147709,31.72455,"2012-06-11",2012-06-11
14.322919,48.845737,13.708914,44.828915,35.642799,46.860882,31.839243,"2012-06-12",2012-06-12
14.322919,49.170357,13.741819,44.577843,35.485756,47.878624,31.785723,"2012-06-13",2012-06-13
14.561737,50.221413,13.840537,45.313728,35.972607,48.621498,31.969244,"2012-06-14",2012-06-14
14.594013,49.924755,13.751693,46.880749,35.846966,49.037529,32.106892,"2012-06-15",2012-06-15
14.600466,50.365517,13.873449,47.244358,35.862686,49.252953,32.145111,"2012-06-18",2012-06-18
14.658562,51.077511,14.297943,47.781128,36.318119,49.564968,32.336258,"2012-06-19",2012-06-19
14.632741,50.518078,14.307811,47.530067,36.11396,49.772976,32.145111,"2012-06-20",2012-06-20
14.587561,49.450085,14.153153,46.534462,35.642799,49.319817,31.931002,"2012-06-21",2012-06-21
14.671467,50.068851,14.255162,47.244358,36.043282,49.4981,32.168049,"2012-06-22",2012-06-22
14.50365,48.899147,14.054434,46.499825,35.493607,49.401527,31.709274,"2012-06-25",2012-06-25
14.484284,49.839989,14.281489,46.595055,35.68206,49.342094,31.785723,"2012-06-26",2012-06-26
14.594013,50.255329,14.396659,47.223484,36.11396,49.654106,32.060997,"2012-06-27",2012-06-27
14.542379,50.518078,14.60726,46.75412,36.11396,49.728397,32.190979,"2012-06-28",2012-06-28
14.84575,49.585712,14.725723,47.892754,36.695038,50.188972,32.810337,"2012-06-29",2012-06-29
14.84575,47.687035,15.028468,47.519012,37.543125,50.515865,32.871502,"2012-07-02",2012-07-02
14.761836,46.517319,15.18313,47.527691,37.55883,50.54557,33.001495,"2012-07-03",2012-07-03
14.632741,47.305611,15.03176,47.119179,37.778698,50.352409,32.764462,"2012-07-05",2012-07-05
14.548831,47.314087,14.900136,46.536816,37.786549,50.248413,32.619179,"2012-07-06",2012-07-06
14.619834,47.542938,14.982401,46.649811,37.134796,50.352409,32.840916,"2012-07-09",2012-07-09
14.484284,47.212364,14.910006,46.119602,36.852097,50.426697,32.772083,"2012-07-10",2012-07-10
14.419739,47.500557,14.998855,46.119602,36.828541,50.441563,32.726234,"2012-07-11",2012-07-11
14.632741,46.254574,14.811283,45.824078,37.315392,50.300423,32.756821,"2012-07-12",2012-07-12
14.723106,46.788555,15.041632,46.110905,37.731586,50.968998,33.077961,"2012-07-13",2012-07-13
14.929657,46.754662,15.107445,45.980526,37.747299,50.850143,33.529079,"2012-07-16",2012-07-16
15.245934,47.381905,15.245653,46.693279,38.037834,51.258732,33.613194,"2012-07-17",2012-07-17
15.278213,47.763317,15.364116,46.562897,38.171333,51.533592,34.033741,"2012-07-18",2012-07-18
15.362116,46.610573,15.578009,45.319939,35.794247,51.652466,33.949627,"2012-07-19",2012-07-19
15.297572,46.966557,15.416765,44.659359,35.518475,50.983864,33.773769,"2012-07-20",2012-07-20
15.233027,46.203701,15.186421,44.111736,35.30574,50.597557,33.51379,"2012-07-23",2012-07-23
15.091027,46.53429,15.067958,44.111736,35.132397,50.032974,32.099224,"2012-07-24",2012-07-24
15.058749,44.483036,14.956079,44.563732,35.093006,50.166687,32.970898,"2012-07-25",2012-07-25
15.162026,44.084656,15.071245,44.589813,35.108757,51.065575,33.345577,"2012-07-26",2012-07-26
15.381484,45.211994,15.327916,45.55463,35.408173,51.64502,33.926693,"2012-07-27",2012-07-27
15.304027,45.144196,15.485874,45.49379,35.715458,51.593025,33.682007,"2012-07-30",2012-07-30
15.517035,43.304844,15.403605,45.224327,35.652424,51.422161,33.666718,"2012-07-31",2012-07-31
15.5952,43.406559,15.512198,45.919685,35.329384,51.541027,33.536743,"2012-08-01",2012-08-01
15.582178,43.313328,15.492452,44.676735,35.384537,50.850143,33.12384,"2012-08-02",2012-08-02
15.816686,43.745613,15.8643,45.850159,35.258472,51.347862,33.75848,"2012-08-03",2012-08-03
15.803665,43.228561,15.837974,46.015289,35.376652,51.139866,33.422031,"2012-08-06",2012-08-06
15.46492,44.533882,15.831391,46.067455,34.762093,50.731289,32.688,"2012-08-07",2012-08-07
15.523545,44.694942,15.824683,46.058754,35.896664,50.775852,32.764462,"2012-08-08",2012-08-08
15.549604,44.093136,15.703963,45.884914,35.471199,50.753578,32.665058,"2012-08-09",2012-08-09
15.5952,43.991421,15.814627,46.119602,35.41605,50.99128,33.337933,"2012-08-10",2012-08-10
15.451886,43.991421,15.797853,46.241283,35.219067,50.857574,33.105934,"2012-08-13",2012-08-13
15.621259,44.05077,15.864928,46.75412,34.762093,50.99128,33.044064,"2012-08-14",2012-08-14
15.660347,44.771225,15.955468,47.032265,34.840878,50.775852,33.237389,"2012-08-15",2012-08-15
15.647319,45.254372,15.995708,47.371258,35.258472,50.664429,33.05954,"2012-08-16",2012-08-16
15.497492,45.033985,15.854864,47.249554,35.699692,50.367271,32.804337,"2012-08-17",2012-08-17
15.575659,45.093315,15.791149,47.371258,36.093639,50.292984,32.74247,"2012-08-20",2012-08-20
15.432346,45.279797,15.744204,47.197399,35.951817,50.352409,32.641933,"2012-08-21",2012-08-21
15.438857,45.745991,15.720733,46.780201,36.006966,50.330128,32.611004,"2012-08-22",2012-08-22
15.46492,45.703617,15.757616,46.267357,35.731201,50.322693,32.788864,"2012-08-23",2012-08-23
15.640806,45.90704,15.854864,46.710651,35.896664,50.67503,33.917919,"2012-08-24",2012-08-24
15.562626,46.288456,15.838099,46.667191,35.802124,50.592556,34.482441,"2012-08-27",2012-08-27
15.536574,46.05114,15.757616,46.693279,35.739086,50.607555,34.575253,"2012-08-28",2012-08-28
15.608232,46.313904,15.760972,46.571583,35.794247,50.502617,34.930962,"2012-08-29",2012-08-29
15.530062,46.356285,15.760972,46.163052,35.613022,50.382671,34.722172,"2012-08-30",2012-08-30
15.543093,46.025707,15.690553,46.293434,35.888783,50.547592,34.729912,"2012-08-31",2012-08-31
15.490976,46.246098,15.539644,46.780201,36.188183,50.420143,35.023762,"2012-09-04",2012-09-04
15.582178,46.008762,15.616776,46.171741,35.873032,50.427643,35.425892,"2012-09-05",2012-09-05
15.855778,46.525791,15.757616,47.101788,36.637295,50.854931,36.199223,"2012-09-06",2012-09-06
15.790633,46.517319,15.690553,47.067036,36.290615,50.884911,36.075485,"2012-09-07",2012-09-07
15.699429,45.551048,15.610069,46.545506,36.393051,51.109814,35.97496,"2012-09-10",2012-09-10
15.745029,44.754284,15.720733,46.936634,36.282742,51.12479,35.951759,"2012-09-11",2012-09-11
15.679886,44.952568,15.720733,47.301704,36.613663,51.087315,35.998161,"2012-09-12",2012-09-12
15.797152,45.863201,15.874985,47.970989,37.385792,51.717007,36.462158,"2012-09-13",2012-09-13
15.504002,46.169582,15.747558,48.683731,37.00761,51.327202,36.129623,"2012-09-14",2012-09-14
15.647319,46.365307,15.74085,48.87495,36.952446,51.162296,36.214699,"2012-09-17",2012-09-17
15.640806,46.918495,15.908522,48.614197,37.346401,51.387161,36.27655,"2012-09-18",2012-09-18
15.738523,46.765312,16.133196,48.579433,37.590645,51.424644,36.237896,"2012-09-19",2012-09-19
15.901377,46.756794,16.082897,48.475124,37.669449,51.649551,36.36161,"2012-09-20",2012-09-20
15.973034,47.812119,16.082897,48.927109,37.716709,51.769489,36.701893,"2012-09-21",2012-09-21
16.122856,47.641895,16.160023,49.100941,37.874294,51.72451,36.655472,"2012-09-24",2012-09-24
16.181484,47.829124,16.099667,48.657669,37.527626,51.964397,36.694134,"2012-09-25",2012-09-25
16.174976,47.47168,16.049368,48.50322,37.685196,51.72451,36.500813,"2012-09-26",2012-09-26
16.259653,47.863171,16.217033,48.695187,38.008236,51.731995,36.841064,"2012-09-27",2012-09-27
16.188004,47.156792,16.049368,48.564293,38.150059,51.657051,36.663208,"2012-09-28",2012-09-28
16.311775,48.050407,15.918583,47.901169,38.347038,51.82198,36.786942,"2012-10-01",2012-10-01
16.363888,48.339748,15.838099,47.70052,38.205215,51.694527,37.073078,"2012-10-02",2012-10-02
16.494173,48.390839,15.727436,47.482376,38.496735,51.72451,37.3592,"2012-10-03",2012-10-03
16.513718,49.335499,15.898459,48.040802,38.512489,51.926895,37.707191,"2012-10-04",2012-10-04
16.62446,48.620605,15.841455,47.822647,38.496735,52.211773,37.297333,"2012-10-05",2012-10-05
16.546293,49.020592,15.707313,47.421288,38.315529,52.054333,39.269306,"2012-10-08",2012-10-08
16.487663,48.909977,15.485992,46.007824,37.834892,51.282227,40.06583,"2012-10-09",2012-10-09
16.389944,48.60358,15.375332,45.56284,37.866409,51.139793,38.843994,"2012-10-10",2012-10-10
16.363888,49.071667,15.365273,45.772243,37.503975,50.952381,39.130108,"2012-10-11",2012-10-11
16.363888,48.569553,15.469228,45.632648,37.094269,50.952381,39.014118,"2012-10-12",2012-10-12
16.657036,48.926983,15.579889,45.632648,37.086388,51.424644,40.622627,"2012-10-15",2012-10-15
16.806864,48.407845,15.851512,46.644753,36.952446,52.136803,41.496475,"2012-10-16",2012-10-16
16.832916,47.650406,15.871634,46.086349,36.755466,53.223751,41.504208,"2012-10-17",2012-10-17
16.963207,47.667431,15.972235,46.775639,36.836906,54.363216,41.612473,"2012-10-18",2012-10-18
16.780804,47.369564,15.77774,45.929295,36.528561,53.868454,40.877815,"2012-10-19",2012-10-19
16.676573,48.118488,15.77103,46.199783,36.575996,53.808472,40.429302,"2012-10-22",2012-10-22
16.409491,47.812119,15.522877,45.589012,36.275543,53.141315,40.143162,"2012-10-23",2012-10-23
16.487663,47.590836,15.455814,45.615189,36.330879,53.028851,39.05278,"2012-10-24",2012-10-24
16.68309,47.837635,15.660367,45.719891,36.457405,53.328716,39.501301,"2012-10-25",2012-10-25
16.565832,47.47168,15.630187,45.536659,36.417858,53.148796,38.828514,"2012-10-26",2012-10-26
16.201033,47.658909,15.559768,45.89439,36.686687,53.088837,37.606667,"2012-10-31",2012-10-31
15.992575,48.467411,15.673785,46.304474,36.757854,53.598579,37.970135,"2012-11-01",2012-11-01
15.992575,47.701469,15.542996,45.929295,36.813206,53.148796,37.544796,"2012-11-02",2012-11-02
16.012114,47.046162,15.496051,45.990364,36.868534,53.066341,37.722652,"2012-11-05",2012-11-05
16.096804,47.990829,15.573178,46.644753,37.066216,53.231274,37.722652,"2012-11-06",2012-11-06
15.886472,46.178078,15.435692,45.903103,36.915981,52.729015,37.258671,"2012-11-07",2012-11-07
15.879908,45.480213,15.341796,45.737339,36.710403,52.211773,36.709602,"2012-11-08",2012-11-08
15.886472,45.020664,15.23784,45.833317,36.655064,52.376675,36.709602,"2012-11-09",2012-11-09
15.847041,44.424923,15.194246,46.287018,36.568085,52.234253,37.351467,"2012-11-12",2012-11-12
15.807599,44.416405,15.244547,45.964211,36.552277,52.106831,36.828037,"2012-11-13",2012-11-13
15.649854,43.616428,15.100352,45.650093,35.903934,51.926895,36.109283,"2012-11-14",2012-11-14
15.551263,43.616428,15.113766,45.37088,35.342564,51.776981,35.90617,"2012-11-15",2012-11-15
15.682719,44.169605,14.868969,45.458126,35.421627,51.86694,35.867104,"2012-11-16",2012-11-16
15.866754,45.029179,15.036639,46.243401,35.643005,51.911922,36.742081,"2012-11-19",2012-11-19
15.958772,45.224915,15.127175,46.766903,36.030441,52.226753,36.867096,"2012-11-20",2012-11-20
16.004789,45.556824,15.211015,46.679665,36.164856,52.166786,37.046783,"2012-11-21",2012-11-21
16.123091,45.888737,15.579889,47.569611,36.236019,52.605423,37.296783,"2012-11-23",2012-11-23
16.096804,45.556824,15.529584,47.57835,35.816963,52.249977,37.445221,"2012-11-26",2012-11-26
15.939059,44.756828,15.459162,47.307873,35.777428,52.038223,37.249912,"2012-11-27",2012-11-27
16.215113,44.892994,15.673785,47.639416,36.275543,52.40123,37.531155,"2012-11-28",2012-11-28
16.333426,46.263199,15.945404,47.159546,36.639244,52.348293,37.953037,"2012-11-29",2012-11-29
16.44516,46.288723,15.942054,47.255524,36.773643,52.733986,38.312405,"2012-11-30",2012-11-30
16.491167,45.863201,16.019186,47.499817,36.591812,52.673504,38.218651,"2012-12-03",2012-12-03
16.543747,45.565331,16.052713,47.421288,36.322971,52.832294,38.45303,"2012-12-04",2012-12-04
16.852674,45.820652,16.173437,47.430019,36.512745,52.915485,38.73428,"2012-12-05",2012-12-05
16.832962,45.658939,16.166735,47.421288,36.931797,52.975998,38.593658,"2012-12-06",2012-12-06
16.800095,46.028923,16.163376,47.613247,37.034573,53.278496,38.773346,"2012-12-07",2012-12-07
16.7015,46.302345,16.213678,47.805195,37.350845,53.391941,39.156155,"2012-12-10",2012-12-10
16.852674,46.789368,16.351168,48.695187,37.595951,53.770054,39.531155,"2012-12-11",2012-12-11
16.767231,47.208061,16.398115,48.974377,37.588043,53.664196,38.281147,"2012-12-12",2012-12-12
16.64892,46.464695,15.915229,49.02673,38.34708,53.505375,37.679604,"2012-12-13",2012-12-13
16.550323,46.182724,15.915229,48.669006,38.932175,53.459988,37.33585,"2012-12-14",2012-12-14
16.668644,46.447601,15.885045,49.000568,38.774044,53.649071,37.765545,"2012-12-17",2012-12-17
16.852674,46.951725,16.099667,49.166325,38.900555,53.656612,38.687405,"2012-12-18",2012-12-18
16.662066,46.558681,15.938698,48.826046,38.544746,53.414616,38.218651,"2012-12-19",2012-12-19
16.714645,47.387497,16.012476,49.358284,38.8452,53.505375,38.476479,"2012-12-20",2012-12-20
16.4846,47.020084,15.918583,48.747536,38.481495,53.142361,38.710838,"2012-12-21",2012-12-21
16.4846,46.866287,15.844808,48.747536,38.449875,52.9533,38.312405,"2012-12-24",2012-12-24
16.589756,46.32798,15.817977,48.363621,38.188942,53.066742,38.328033,"2012-12-26",2012-12-26
16.524033,46.515953,15.817977,48.35923,38.268002,53.006229,38.257717,"2012-12-27",2012-12-27
16.359711,46.020386,15.720733,47.736782,37.888496,52.544926,37.968655,"2012-12-28",2012-12-28
16.4846,46.34507,15.851512,48.061157,38.228485,53.013805,38.531147,"2012-12-31",2012-12-31
17.030144,46.601402,16.176796,48.990463,39.280045,53.573433,38.679596,"2013-01-02",2013-01-02
16.990698,44.422562,16.146614,49.218403,39.359119,53.497799,38.843647,"2013-01-03",2013-01-03
17.063004,44.508011,16.146614,49.735664,39.525162,54.110386,40.281158,"2013-01-04",2013-01-04
17.076155,44.508011,16.133196,50.03373,39.556801,53.996933,40.226463,"2013-01-07",2013-01-07
17.102442,43.918446,16.146614,49.946075,39.414467,54.004509,40.531158,"2013-01-08",2013-01-08
17.398212,44.747257,16.04266,51.182251,39.754444,54.246502,41.38271,"2013-01-09",2013-01-09
17.588835,45.379539,16.327698,51.585503,40.505577,54.594379,41.601463,"2013-01-10",2013-01-10
17.431086,45.131756,16.334402,51.585503,40.560936,54.715374,41.492088,"2013-01-11",2013-01-11
17.575687,45.593159,16.354521,51.611809,41.027412,54.874187,41.249893,"2013-01-14",2013-01-14
17.496819,45.815319,16.458483,52.216759,40.948357,54.730515,41.632717,"2013-01-15",2013-01-15
17.490234,45.849495,16.27404,52.102779,40.924625,54.889339,41.35146,"2013-01-16",2013-01-16
17.63484,46.48177,16.475243,53.146065,41.248802,55.131332,41.663963,"2013-01-17",2013-01-17
17.444227,46.618496,16.428297,53.961391,41.201366,55.38089,42.007713,"2013-01-18",2013-01-18
17.536247,47.865982,16.404823,54.101681,41.380032,54.972523,41.749893,"2013-01-22",2013-01-22
17.516527,47.771988,16.424946,54.241947,41.777073,55.093506,40.937393,"2013-01-23",2013-01-23
17.647987,48.036873,16.609381,55.627148,41.340347,55.282578,41.531158,"2013-01-24",2013-01-24
17.746572,47.883064,16.773695,55.714809,41.181522,55.902706,41.57021,"2013-01-25",2013-01-25
17.641413,47.686543,16.515488,55.916458,40.768597,55.67585,41.124897,"2013-01-28",2013-01-28
18.206682,48.088131,16.787109,55.93399,40.768597,56.273266,42.437389,"2013-01-29",2013-01-29
18.239824,47.917244,16.703279,55.565781,41.014748,56.031281,42.304596,"2013-01-30",2013-01-30
18.08733,47.173874,16.156668,54.925774,40.657406,55.902706,41.945217,"2013-01-31",2013-01-31
18.319391,47.652378,16.237152,55.267696,40.959167,56.099339,42.343651,"2013-02-01",2013-02-01
18.014393,47.635269,16.089605,54.618938,40.498585,56.046413,41.835827,"2013-02-04",2013-02-04
18.239824,49.361259,16.072838,55.057285,41.070339,56.462337,42.265518,"2013-02-05",2013-02-05
18.11385,49.028034,16.096312,55.285236,40.689175,57.014412,42.132713,"2013-02-06",2013-02-06
17.87516,48.746056,15.918583,55.276459,40.649467,56.764839,42.015522,"2013-02-07",2013-02-07
17.822126,49.335629,15.905168,55.916458,40.657406,57.082478,41.968643,"2013-02-08",2013-02-08
17.994511,48.805874,15.905168,56.021664,40.689175,57.029533,42.109276,"2013-02-11",2013-02-11
17.895048,48.711872,15.901815,56.118107,40.633575,57.324497,42.031155,"2013-02-12",2013-02-12
17.901678,48.899857,16.020586,56.004131,40.54623,57.218613,42.13364,"2013-02-13",2013-02-13
17.941465,48.746056,15.831946,56.126858,41.205334,57.332047,42.180943,"2013-02-14",2013-02-14
18.093962,48.976753,15.950721,55.977837,40.593891,57.596741,42.251904,"2013-02-15",2013-02-15
18.372435,48.412819,15.954212,55.837563,41.816788,58.201736,42.717087,"2013-02-19",2013-02-19
18.279604,47.173874,15.786527,55.302761,41.173565,57.967312,42.803814,"2013-02-20",2013-02-20
18.173525,47.19952,15.604877,54.504955,41.181522,58.133682,42.590931,"2013-02-21",2013-02-21
18.153633,46.541588,15.783043,54.969612,40.776524,58.126045,42.788033,"2013-02-22",2013-02-22
17.795595,45.541878,15.664264,54.434837,40.12537,57.607677,42.393829,"2013-02-25",2013-02-25
17.921577,45.328285,15.678237,55.030983,40.212715,57.744877,42.914185,"2013-02-26",2013-02-26
18.173525,46.028923,15.940243,55.81126,40.625648,58.17942,43.205917,"2013-02-27",2013-02-27
18.146999,45.670059,15.873865,56.004131,40.593891,58.019321,43.095535,"2013-02-28",2013-02-28
18.160259,45.729862,15.87736,56.898373,40.943295,58.469097,43.190132,"2013-03-01",2013-03-01
18.359169,45.55899,15.961198,57.047409,41.189453,58.850235,43.17437,"2013-03-04",2013-03-04
18.611124,45.712788,16.076483,57.862743,41.53091,59.200909,43.789352,"2013-03-05",2013-03-05
18.644276,45.80677,15.97867,57.827698,41.467384,58.995075,43.426659,"2013-03-06",2013-03-06
18.743725,45.969109,15.999626,57.336731,41.364151,59.269539,43.639538,"2013-03-07",2013-03-07
18.690683,45.977654,15.947227,57.617275,41.51503,59.604946,43.48975,"2013-03-08",2013-03-08
18.730469,46.319435,15.908799,58.05563,41.792961,59.795506,43.418789,"2013-03-11",2013-03-11
18.524925,46.849194,16.034563,58.555363,41.356213,59.886982,43.426659,"2013-03-12",2013-03-12
18.57798,46.730808,16.017097,58.45892,42.007366,59.879375,43.410896,"2013-03-13",2013-03-13
18.637638,46.945255,16.251154,58.572906,42.293251,60.298656,43.418789,"2013-03-14",2013-03-14
18.57798,46.945255,16.23019,57.801376,42.547348,60.367226,43.466087,"2013-03-15",2013-03-15
18.591232,47.176861,16.132378,56.793159,42.722057,60.077553,43.095535,"2013-03-18",2013-03-18
18.558075,47.322674,16.195255,56.784397,43.182613,60.115677,43.198013,"2013-03-19",2013-03-19
18.756983,47.073914,16.132378,57.31044,43.794067,60.565426,43.600128,"2013-03-20",2013-03-20
18.637638,47.228317,16.7507,56.582764,43.397007,60.230015,43.426659,"2013-03-21",2013-03-21
18.816658,46.713661,17.169907,56.609055,43.833778,60.786518,43.812996,"2013-03-22",2013-03-22
18.670794,47.056782,17.334097,56.582764,43.913174,60.740803,43.852421,"2013-03-25",2013-03-25
18.962528,47.734394,17.260735,57.097744,43.905247,61.632671,44.380665,"2013-03-26",2013-03-26
18.989042,48.566422,17.194359,57.106556,43.667007,61.952843,44.443756,"2013-03-27",2013-03-27
19.134907,49.072506,17.459858,57.432274,43.667007,62.151047,44.774868,"2013-03-28",2013-03-28
19.121649,50.582165,17.505272,57.511501,43.301743,62.455971,44.63295,"2013-04-01",2013-04-01
19.380226,52.958164,17.585617,57.71397,43.865528,63.035332,44.546249,"2013-04-02",2013-04-02
19.247623,52.898132,17.435402,57.441082,42.984093,62.562691,44.822186,"2013-04-03",2013-04-03
19.333818,53.206921,17.512253,57.740383,43.952881,62.82188,44.88525,"2013-04-04",2013-04-04
19.294029,53.266953,17.617056,57.221001,44.183174,62.539814,44.530472,"2013-04-05",2013-04-05
19.333818,53.086823,17.648497,57.555515,44.818443,61.830879,44.798542,"2013-04-08",2013-04-08
19.300665,53.335587,17.669456,58.40062,44.929619,62.143421,44.73547,"2013-04-09",2013-04-09
19.837711,53.532864,17.816181,58.75275,45.231369,62.524555,45.405632,"2013-04-10",2013-04-10
20.315102,54.021782,17.875566,58.849606,45.866634,62.753262,45.728889,"2013-04-11",2013-04-11
20.334984,54.064674,17.927965,58.541489,45.676064,63.073421,45.342552,"2013-04-12",2013-04-12
20.189117,52.829494,17.770765,57.476284,44.71521,62.288265,44.538364,"2013-04-15",2013-04-15
20.514004,53.875969,17.858099,57.291431,45.763412,63.60704,45.082367,"2013-04-16",2013-04-16
20.467594,53.206921,17.746313,56.692799,45.429886,63.957691,45.311024,"2013-04-17",2013-04-17
20.281944,51.199741,17.837139,56.076576,45.159908,63.408871,44.380665,"2013-04-18",2013-04-18
20.593563,51.499969,17.893034,56.939301,46.240162,64.407494,45.271595,"2013-04-19",2013-04-19
20.507368,50.796608,17.917486,56.472721,46.327862,64.666672,45.397747,"2013-04-22",2013-04-22
20.606825,50.213329,18.144554,57.168175,46.256119,65.13929,45.989056,"2013-04-23",2013-04-23
20.288572,50.427753,17.973379,56.983318,45.905331,64.331245,44.191437,"2013-04-24",2013-04-24
20.063143,50.899536,17.858099,57.784405,46.192329,64.963974,44.491047,"2013-04-25",2013-04-25
19.950426,51.019623,18.00831,57.273811,46.024914,64.887741,44.514702,"2013-04-26",2013-04-26
20.175861,51.474239,18.224903,57.802006,45.793705,65.238388,44.159916,"2013-04-29",2013-04-29
19.274143,51.405613,18.137562,57.731579,46.383671,64.971573,43.663197,"2013-04-30",2013-04-30
19.161428,51.225487,18.022291,57.485096,46.8381,64.209282,42.764385,"2013-05-01",2013-05-01
