,AZN,Dates
2862,247.190903,2021-05-18
2863,246.61409,2021-05-19
2864,248.667175,2021-05-20
2865,249.938141,2021-05-21
2866,251.404602,2021-05-24
2867,251.052658,2021-05-25
2868,246.790085,2021-05-26
2869,248.823578,2021-05-27
2870,249.566635,2021-05-28
2871,250.074982,2021-06-01
2872,245.118271,2021-06-02
2873,244.121063,2021-06-03
2874,246.203491,2021-06-04
2875,243.96463,2021-06-07
2876,244.160187,2021-06-08
2877,247.474426,2021-06-09
2878,250.925583,2021-06-10
2879,250.074982,2021-06-11
2880,249.977234,2021-06-14
2881,250.945084,2021-06-15
2882,250.671371,2021-06-16
2883,253.750961,2021-06-17
2884,249.214661,2021-06-18
2885,253.926956,2021-06-21
2886,256.86972,2021-06-22
2887,256.771973,2021-06-23
2888,255.549881,2021-06-24
2889,257.123871,2021-06-25
2890,254.542862,2021-06-28
2891,255.238724,2021-06-29
2892,254.542877,2021-06-30
2893,257.453613,2021-07-01
2894,260.119232,2021-07-02
2895,259.570435,2021-07-06
2896,260.040802,2021-07-07
2897,258.668823,2021-07-08
2898,259.148987,2021-07-09
2899,259.629272,2021-07-12
2900,256.375519,2021-07-13
2901,256.140381,2021-07-14
2902,251.916382,2021-07-15
2903,252.445618,2021-07-16
2904,243.929169,2021-07-19
2905,250.083755,2021-07-20
2906,253.51384,2021-07-21
2907,253.925461,2021-07-22
2908,257.424164,2021-07-23
2909,258.266968,2021-07-26
2910,262.990753,2021-07-27
2911,263.314117,2021-07-28
2912,263.804108,2021-07-29
2913,265.528961,2021-07-30
2914,264.676422,2021-08-02
2915,262.657593,2021-08-03
2916,257.335968,2021-08-04
2917,259.227448,2021-08-05
2918,257.316315,2021-08-06
2919,252.406403,2021-08-09
2920,248.447083,2021-08-10
2921,252.377029,2021-08-11
2922,255.689529,2021-08-12
2923,257.894562,2021-08-13
2924,259.756622,2021-08-16
2925,262.236115,2021-08-17
2926,258.31601,2021-08-18
2927,259.041229,2021-08-19
2928,259.981995,2021-08-20
2929,259.981995,2021-08-23
2930,265.685791,2021-08-24
2931,266.068024,2021-08-25
2932,265.734772,2021-08-26
2933,267.959503,2021-08-27
2934,268.606293,2021-08-30
2935,271.56601,2021-08-31
2936,271.144562,2021-09-01
2937,272.134369,2021-09-02
2938,271.124969,2021-09-03
2939,273.104675,2021-09-07
2940,274.496246,2021-09-08
2941,271.389587,2021-09-09
2942,268.390656,2021-09-10
2943,265.421173,2021-09-13
2944,269.762756,2021-09-14
2945,271.56601,2021-09-15
2946,270.595764,2021-09-16
2947,267.57724,2021-09-17
2948,262.9711,2021-09-20
2949,262.8927,2021-09-21
2950,266.224823,2021-09-22
2951,270.644775,2021-09-23
2952,271.115204,2021-09-24
2953,268.018311,2021-09-27
2954,262.48111,2021-09-28
2955,263.158997,2021-09-29
2956,259.062561,2021-09-30
2957,263.483124,2021-10-01
2958,257.70697,2021-10-04
2959,257.854279,2021-10-05
2960,259.062561,2021-10-06
2961,261.263,2021-10-07
2962,259.023254,2021-10-08
2963,254.170517,2021-10-11
2964,253.620407,2021-10-12
2965,251.970093,2021-10-13
2966,259.190338,2021-10-14
2967,261.616699,2021-10-15
2968,257.422058,2021-10-18
2969,266.076477,2021-10-19
2970,268.925293,2021-10-20
2971,271.557922,2021-10-21
2972,270.860474,2021-10-22
2973,268.227783,2021-10-25
2974,268.355499,2021-10-26
2975,263.758179,2021-10-27
2976,263.699219,2021-10-28
2977,261.371094,2021-10-29
2978,263.659943,2021-11-01
2979,267.834869,2021-11-02
2980,267.058777,2021-11-03
2981,265.290558,2021-11-04
2982,271.282898,2021-11-05
2983,270.683624,2021-11-08
2984,270.310425,2021-11-09
2985,266.272919,2021-11-10
2986,258.767883,2021-11-11
2987,259.6716,2021-11-12
2988,257.264954,2021-11-15
2989,257.667664,2021-11-16
2990,257.431885,2021-11-17
2991,255.113586,2021-11-18
2992,259.033112,2021-11-19
2993,255.702957,2021-11-22
2994,250.044693,2021-11-23
2995,250.643921,2021-11-24
2996,239.180023,2021-11-26
2997,239.199661,2021-11-29
2998,232.451004,2021-11-30
2999,234.877365,2021-12-01
3000,243.030807,2021-12-02
3001,242.510162,2021-12-03
3002,249.916992,2021-12-06
3003,255.948578,2021-12-07
3004,256.66568,2021-12-08
3005,255.938766,2021-12-09
3006,255.604782,2021-12-10
3007,255.477051,2021-12-13
3008,250.251007,2021-12-14
3009,247.765656,2021-12-15
3010,247.019104,2021-12-16
3011,246.78334,2021-12-17
3012,243.394272,2021-12-20
3013,251.695023,2021-12-21
3014,259.386749,2021-12-22
3015,263.512543,2021-12-23
3016,265.644257,2021-12-27
3017,266.007751,2021-12-28
3018,266.322052,2021-12-29
3019,266.592865,2021-12-30
3020,263.372437,2021-12-31
3021,264.357269,2022-01-03
3022,273.565735,2022-01-04
3023,268.129303,2022-01-05
3024,267.390656,2022-01-06
3025,259.580688,2022-01-07
3026,259.856445,2022-01-10
3027,264.111053,2022-01-11
3028,263.973175,2022-01-12
3029,263.835297,2022-01-13
3030,262.673126,2022-01-14
3031,256.537476,2022-01-18
3032,254.390442,2022-01-19
3033,253.129791,2022-01-20
3034,250.825211,2022-01-21
3035,248.10701,2022-01-24
3036,245.497131,2022-01-25
3037,244.502396,2022-01-26
3038,241.61676,2022-01-27
3039,244.630417,2022-01-28
3040,244.295593,2022-01-31
3041,244.837265,2022-02-01
3042,250.618408,2022-02-02
3043,246.964554,2022-02-03
3044,247.151672,2022-02-04
3045,244.433456,2022-02-07
3046,251.238861,2022-02-08
3047,256.281372,2022-02-09
3048,251.573715,2022-02-10
3049,247.84111,2022-02-11
3050,246.659256,2022-02-14
3051,254.804062,2022-02-15
3052,255.660919,2022-02-16
3053,247.772156,2022-02-17
3054,244.384216,2022-02-18
3055,246.422882,2022-02-22
3056,249.78125,2022-02-23
3057,253.799545,2022-02-24
3058,261.767059,2022-02-25
3059,259.363983,2022-02-28
3060,258.64502,2022-03-01
3061,264.426178,2022-03-02
3062,262.436768,2022-03-03
3063,263.057251,2022-03-04
3064,249.574463,2022-03-07
3065,241.990997,2022-03-08
3066,245.910767,2022-03-09
3067,244.610733,2022-03-10
3068,244.019821,2022-03-11
3069,242.128876,2022-03-14
3070,250.490372,2022-03-15
3071,258.192017,2022-03-16
3072,260.00415,2022-03-17
3073,263.29361,2022-03-18
3074,261.767059,2022-03-21
3075,262.929199,2022-03-22
3076,251.603271,2022-03-23
3077,259.029175,2022-03-24
3078,261.973907,2022-03-25
3079,266.031525,2022-03-28
3080,268.838409,2022-03-29
3081,265.742981,2022-03-30
3082,263.975586,2022-03-31
3083,265.654083,2022-04-01
3084,261.773712,2022-04-04
3085,265.111023,2022-04-05
3086,264.81485,2022-04-06
3087,266.759979,2022-04-07
3088,266.068848,2022-04-08
3089,260.016144,2022-04-11
3090,259.107758,2022-04-12
3091,260.312408,2022-04-13
3092,258.396881,2022-04-14
3093,255.691467,2022-04-18
3094,268.241058,2022-04-19
3095,272.881714,2022-04-20
3096,266.621735,2022-04-21
3097,245.175888,2022-04-22
3098,250.626221,2022-04-25
3099,245.758423,2022-04-26
3100,246.005264,2022-04-27
3101,248.918045,2022-04-28
3102,238.214859,2022-04-29
3103,233.979019,2022-05-02
3104,234.867661,2022-05-03
3105,242.865417,2022-05-04
3106,238.313599,2022-05-05
3107,237.049774,2022-05-06
3108,226.119476,2022-05-09
3109,224.638397,2022-05-10
3110,223.858383,2022-05-11
3111,225.122238,2022-05-12
3112,230.325714,2022-05-13
3113,230.898392,2022-05-16
3114,236.111755,2022-05-17
3115,229.279099,2022-05-18
3116,227.590668,2022-05-19
3117,229.318588,2022-05-20
3118,230.10849,2022-05-23
3119,230.335587,2022-05-24
3120,232.043747,2022-05-25
3121,231.974625,2022-05-26
3122,233.514938,2022-05-27
3123,231.540207,2022-05-31
3124,225.122238,2022-06-01
3125,231.43158,2022-06-02
3126,226.129349,2022-06-03
3127,225.27034,2022-06-06
3128,227.788147,2022-06-07
3129,223.809021,2022-06-08
3130,216.206207,2022-06-09
3131,213.66864,2022-06-10
3132,204.486023,2022-06-13
3133,198.048325,2022-06-14
3134,199.953949,2022-06-15
3135,193.229904,2022-06-16
3136,191.640228,2022-06-17
3137,193.229904,2022-06-21
3138,194.266647,2022-06-22
3139,197.534882,2022-06-23
3140,201.849716,2022-06-24
3141,200.566147,2022-06-27
3142,195.303421,2022-06-28
3143,197.607147,2022-06-29
3144,197.111725,2022-06-30
3145,201.996658,2022-07-01
3146,200.173477,2022-07-05
3147,198.924988,2022-07-06
3148,199.8564,2022-07-07
3149,199.0439,2022-07-08
3150,195.625427,2022-07-11
3151,193.931076,2022-07-12
3152,192.405136,2022-07-13
3153,190.621597,2022-07-14
3154,192.979843,2022-07-15
3155,187.540024,2022-07-18
3156,195.496628,2022-07-19
3157,196.239777,2022-07-20
3158,198.409744,2022-07-21
3159,197.597244,2022-07-22
3160,199.668137,2022-07-25
3161,202.541641,2022-07-26
3162,209.86409,2022-07-27
3163,217.028,2022-07-28
3164,212.787125,2022-07-29
3165,211.538651,2022-08-01
3166,211.300842,2022-08-02
3167,213.926605,2022-08-03
3168,212.271881,2022-08-04
3169,213.817612,2022-08-05
3170,215.333633,2022-08-08
3171,212.985291,2022-08-09
3172,217.196442,2022-08-10
3173,216.017319,2022-08-11
3174,221.080612,2022-08-12
3175,222.51738,2022-08-15
3176,222.111115,2022-08-16
3177,219.406052,2022-08-17
3178,218.821442,2022-08-18
3179,216.146149,2022-08-19
3180,210.409058,2022-08-22
3181,207.228409,2022-08-23
3182,210.557693,2022-08-24
3183,214.709396,2022-08-25
3184,205.107956,2022-08-26
3185,204.90979,2022-08-29
3186,203.393768,2022-08-30
3187,203.324402,2022-08-31
3188,204.790863,2022-09-01
3189,201.897552,2022-09-02
3190,200.876999,2022-09-06
3191,209.279495,2022-09-07
3192,218.266571,2022-09-08
3193,227.897736,2022-09-09
3194,229.711014,2022-09-12
3195,223.78566,2022-09-13
3196,224.122559,2022-09-14
3197,224.647705,2022-09-15
3198,219.227707,2022-09-16
3199,218.861099,2022-09-19
3200,215.967789,2022-09-20
3201,210.527969,2022-09-21
3202,206.970779,2022-09-22
3203,205.038605,2022-09-23
3204,201.402145,2022-09-26
3205,200.827438,2022-09-27
3206,203.938751,2022-09-28
3207,204.291687,2022-09-29
3208,201.368683,2022-09-30
3209,208.62648,2022-10-03
3210,214.552002,2022-10-04
3211,214.870148,2022-10-05
3212,210.197327,2022-10-06
3213,207.314117,2022-10-07
3214,206.797119,2022-10-10
3215,210.237106,2022-10-11
3216,207.443359,2022-10-12
3217,212.861847,2022-10-13
3218,207.920593,2022-10-14
3219,214.382996,2022-10-17
3220,213.677094,2022-10-18
3221,215.436859,2022-10-19
3222,213.199875,2022-10-20
3223,217.047501,2022-10-21
3224,219.224838,2022-10-24
3225,223.320999,2022-10-25
3226,227.268036,2022-10-26
3227,226.959839,2022-10-27
3228,227.904343,2022-10-28
3229,227.914291,2022-10-31
3230,218.8172,2022-11-01
3231,210.744156,2022-11-02
3232,204.321503,2022-11-03
3233,209.759888,2022-11-04
3234,212.285202,2022-11-07
3235,208.62648,2022-11-08
3236,205.96199,2022-11-09
3237,217.693741,2022-11-10
3238,222.992905,2022-11-11
3239,217.723572,2022-11-14
3240,220.68634,2022-11-15
3241,219.980423,2022-11-16
3242,217.713623,2022-11-17
3243,222.316849,2022-11-18
3244,223.350815,2022-11-21
3245,225.210022,2022-11-22
3246,228.958206,2022-11-23
3247,231.394058,2022-11-25
3248,225.955688,2022-11-28
3249,225.886078,2022-11-29
3250,232.537399,2022-11-30
3251,239.377609,2022-12-01
3252,241.704086,2022-12-02
3253,236.524185,2022-12-05
3254,234.177841,2022-12-06
3255,240.680023,2022-12-07
3256,246.406723,2022-12-08
3257,243.215302,2022-12-09
3258,247.729019,2022-12-12
3259,252.481384,2022-12-13
3260,252.352142,2022-12-14
3261,243.583145,2022-12-15
3262,238.452988,2022-12-16
3263,237.647675,2022-12-19
3264,237.220154,2022-12-20
3265,240.143143,2022-12-21
3266,240.371826,2022-12-22
3267,241.435638,2022-12-23
3268,242.618759,2022-12-27
3269,240.262466,2022-12-28
3270,244.840134,2022-12-29
3271,243.832855,2022-12-30
3272,245.368698,2023-01-03
3273,251.81134,2023-01-04
3274,249.148529,2023-01-05
3275,255.561234,2023-01-06
3276,260.298462,2023-01-09
3277,263.100922,2023-01-10
3278,258.114349,2023-01-11
3279,255.660965,2023-01-12
3280,259.121643,2023-01-13
3281,255.710831,2023-01-17
3282,251.342606,2023-01-18
3283,252.629135,2023-01-19
3284,255.531311,2023-01-20
3285,256.797882,2023-01-23
3286,255.062576,2023-01-24
3287,252.270096,2023-01-25
3288,251.731552,2023-01-26
3289,253.486816,2023-01-27
