,AZN,Dates
997,65.450996,2013-12-18
998,65.530884,2013-12-19
999,66.302872,2013-12-20
1000,66.560219,2013-12-23
1001,66.551331,2013-12-24
1002,66.8974,2013-12-26
1003,66.875114,2013-12-27
1004,66.839478,2013-12-30
1005,66.946373,2013-12-31
1006,66.49202,2014-01-02
1007,66.679115,2014-01-03
1008,67.133499,2014-01-06
1009,67.516624,2014-01-07
1010,68.621414,2014-01-08
1011,68.594673,2014-01-09
1012,69.628181,2014-01-10
1013,68.986694,2014-01-13
1014,69.637093,2014-01-14
1015,69.717278,2014-01-15
1016,70.100395,2014-01-16
1017,69.672752,2014-01-17
1018,70.020187,2014-01-21
1019,70.011292,2014-01-22
1020,69.298538,2014-01-23
1021,67.828453,2014-01-24
1022,67.997734,2014-01-27
1023,68.995605,2014-01-28
1024,68.514511,2014-01-29
1025,69.61927,2014-01-30
1026,69.138161,2014-01-31
1027,68.131409,2014-02-03
1028,68.380844,2014-02-04
1029,68.603584,2014-02-05
1030,69.681656,2014-02-06
1031,70.768578,2014-02-07
1032,71.650635,2014-02-10
1033,72.292152,2014-02-11
1034,72.122841,2014-02-12
1035,73.726563,2014-02-13
1036,74.261131,2014-02-14
1037,73.610733,2014-02-18
1038,72.737617,2014-02-19
1039,73.637474,2014-02-20
1040,73.147461,2014-02-21
1041,73.601852,2014-02-24
1042,72.693069,2014-02-25
1043,72.283226,2014-02-26
1044,72.318855,2014-02-27
1045,71.49028,2014-02-28
1046,71.18734,2014-03-03
1047,72.94252,2014-03-04
1048,72.238678,2014-03-05
1049,72.122841,2014-03-06
1050,72.737617,2014-03-07
1051,72.88018,2014-03-10
1052,72.728714,2014-03-11
1053,72.728714,2014-03-12
1054,72.363419,2014-03-13
1055,71.516998,2014-03-14
1056,71.980293,2014-03-17
1057,72.639626,2014-03-18
1058,72.363419,2014-03-19
1059,72.434677,2014-03-20
1060,72.042686,2014-03-21
1061,70.661667,2014-03-24
1062,71.223,2014-03-25
1063,70.911148,2014-03-26
1064,71.434372,2014-03-27
1065,72.033585,2014-03-28
1066,72.865387,2014-03-31
1067,73.232071,2014-04-01
1068,73.598778,2014-04-02
1069,75.244431,2014-04-03
1070,73.876038,2014-04-04
1071,72.650719,2014-04-07
1072,72.677544,2014-04-08
1073,73.428856,2014-04-09
1074,71.228661,2014-04-10
1075,70.978233,2014-04-11
1076,71.371773,2014-04-14
1077,71.166069,2014-04-15
1078,70.700974,2014-04-16
1079,70.459503,2014-04-17
1080,71.085548,2014-04-21
1081,70.423706,2014-04-22
1082,70.11068,2014-04-23
1083,69.654549,2014-04-24
1084,68.617043,2014-04-25
1085,68.715446,2014-04-28
1086,69.672447,2014-04-29
1087,69.538269,2014-04-30
1088,69.252083,2014-05-01
1089,69.600891,2014-05-02
1090,70.504211,2014-05-05
1091,70.692017,2014-05-06
1092,71.031891,2014-05-07
1093,71.586418,2014-05-08
1094,72.105164,2014-05-09
1095,72.53447,2014-05-12
1096,71.86367,2014-05-13
1097,71.649048,2014-05-14
1098,70.763596,2014-05-15
1099,71.640099,2014-05-16
1100,71.640099,2014-05-19
1101,71.59536,2014-05-20
1102,71.881554,2014-05-21
1103,72.078308,2014-05-22
1104,71.792114,2014-05-23
1105,71.872612,2014-05-27
1106,73.911819,2014-05-28
1107,75.029808,2014-05-29
1108,75.566422,2014-05-30
1109,75.870491,2014-06-02
1110,76.433968,2014-06-03
1111,76.496552,2014-06-04
1112,76.720184,2014-06-05
1113,76.523422,2014-06-06
1114,76.469765,2014-06-09
1115,76.111992,2014-06-10
1116,75.807907,2014-06-11
1117,74.931404,2014-06-12
1118,74.627335,2014-06-13
1119,75.673744,2014-06-16
1120,74.949303,2014-06-17
1121,75.512756,2014-06-18
1122,76.59494,2014-06-19
1123,76.988472,2014-06-20
1124,76.255089,2014-06-23
1125,75.781075,2014-06-24
1126,76.469765,2014-06-25
1127,75.944664,2014-06-26
1128,75.370201,2014-06-27
1129,75.684341,2014-06-30
1130,76.743507,2014-07-01
1131,76.653778,2014-07-02
1132,76.860214,2014-07-03
1133,76.797379,2014-07-07
1134,75.334305,2014-07-08
1135,75.379189,2014-07-09
1136,75.109894,2014-07-10
1137,75.415092,2014-07-11
1138,74.903465,2014-07-14
1139,74.266151,2014-07-15
1140,73.862267,2014-07-16
1141,73.341682,2014-07-17
1142,73.74559,2014-07-18
1143,73.233948,2014-07-21
1144,73.503197,2014-07-22
1145,73.431412,2014-07-23
1146,72.515846,2014-07-24
1147,72.201736,2014-07-25
1148,71.887566,2014-07-28
1149,72.004265,2014-07-29
1150,72.174805,2014-07-30
1151,71.600349,2014-07-31
1152,71.806801,2014-08-01
1153,72.327385,2014-08-04
1154,71.797813,2014-08-05
1155,71.645218,2014-08-06
1156,71.133598,2014-08-07
1157,71.636238,2014-08-08
1158,71.402885,2014-08-11
1159,71.438789,2014-08-12
1160,72.479996,2014-08-13
1161,72.632576,2014-08-14
1162,72.228683,2014-08-15
1163,72.991615,2014-08-18
1164,73.584023,2014-08-19
1165,73.503197,2014-08-20
1166,74.409805,2014-08-21
1167,73.727631,2014-08-22
1168,74.436745,2014-08-25
1169,74.364899,2014-08-26
1170,73.898163,2014-08-27
1171,74.203354,2014-08-28
1172,74.777809,2014-08-29
1173,74.607262,2014-09-02
1174,74.957298,2014-09-03
1175,74.795761,2014-09-04
1176,75.513817,2014-09-05
1177,75.639481,2014-09-08
1178,75.172745,2014-09-09
1179,75.31633,2014-09-10
1180,75.612587,2014-09-11
1181,74.912415,2014-09-12
1182,74.858574,2014-09-15
1183,75.450981,2014-09-16
1184,75.343285,2014-09-17
1185,75.459961,2014-09-18
1186,74.355934,2014-09-19
1187,73.727631,2014-09-22
1188,73.162163,2014-09-23
1189,73.718658,2014-09-24
1190,72.910843,2014-09-25
1191,73.428879,2014-09-26
1192,73.446892,2014-09-29
1193,72.753166,2014-09-30
1194,73.275726,2014-10-01
1195,73.645119,2014-10-02
1196,74.338867,2014-10-03
1197,75.411003,2014-10-06
1198,74.275803,2014-10-07
1199,75.996628,2014-10-08
1200,74.70826,2014-10-09
1201,73.789284,2014-10-10
1202,73.176613,2014-10-13
1203,72.654053,2014-10-14
1204,71.608932,2014-10-15
1205,71.356667,2014-10-16
1206,72.329697,2014-10-17
1207,72.978424,2014-10-20
1208,74.005524,2014-10-21
1209,74.383881,2014-10-22
1210,75.257858,2014-10-23
1211,75.879509,2014-10-24
1212,76.023674,2014-10-27
1213,77.654419,2014-10-28
1214,78.095894,2014-10-29
1215,78.420258,2014-10-30
1216,78.861725,2014-10-31
1217,78.249054,2014-11-03
1218,78.969833,2014-11-04
1219,79.303185,2014-11-05
1220,79.780724,2014-11-06
1221,78.807663,2014-11-07
1222,79.681587,2014-11-10
1223,79.89785,2014-11-11
1224,79.807747,2014-11-12
1225,80.041969,2014-11-13
1226,79.28521,2014-11-14
1227,79.762688,2014-11-17
1228,81.231285,2014-11-18
1229,80.762779,2014-11-19
1230,80.771774,2014-11-20
1231,81.186211,2014-11-21
1232,82.348457,2014-11-24
1233,82.798958,2014-11-25
1234,83.222412,2014-11-26
1235,83.708969,2014-11-28
1236,83.75396,2014-12-01
1237,85.285645,2014-12-02
1238,85.15049,2014-12-03
1239,85.033333,2014-12-04
1240,85.24958,2014-12-05
1241,85.23156,2014-12-08
1242,85.060394,2014-12-09
1243,83.465668,2014-12-10
1244,84.159401,2014-12-11
1245,82.889038,2014-12-12
1246,82.348457,2014-12-15
1247,81.789864,2014-12-16
1248,83.636841,2014-12-17
1249,86.339745,2014-12-18
1250,85.402748,2014-12-19
1251,85.582909,2014-12-22
1252,87.042511,2014-12-23
1253,86.492928,2014-12-24
1254,86.168571,2014-12-26
1255,86.308731,2014-12-29
1256,86.40818,2014-12-30
1257,85.29599,2014-12-31
1258,84.988548,2015-01-02
1259,83.677406,2015-01-05
1260,83.559868,2015-01-06
1261,85.142296,2015-01-07
1262,86.58905,2015-01-08
1263,85.540131,2015-01-09
1264,85.015663,2015-01-12
1265,85.196518,2015-01-13
1266,84.31942,2015-01-14
1267,82.737015,2015-01-15
1268,83.596039,2015-01-16
1269,82.890739,2015-01-20
1270,83.288597,2015-01-21
1271,84.42791,2015-01-22
1272,83.82209,2015-01-23
1273,83.686455,2015-01-26
1274,83.487526,2015-01-27
1275,83.867294,2015-01-28
1276,84.708237,2015-01-29
1277,82.330124,2015-01-30
1278,82.972137,2015-02-02
1279,83.858253,2015-02-03
1280,83.614128,2015-02-04
1281,84.699181,2015-02-05
1282,83.831146,2015-02-06
1283,83.098701,2015-02-09
1284,84.147606,2015-02-10
1285,84.057175,2015-02-11
1286,84.42791,2015-02-12
1287,85.458771,2015-02-13
1288,85.965126,2015-02-17
1289,86.127876,2015-02-18
1290,85.50396,2015-02-19
1291,86.127876,2015-02-20
1292,86.444351,2015-02-23
1293,85.793304,2015-02-24
1294,85.512978,2015-02-25
1295,85.359276,2015-02-26
1296,85.675751,2015-02-27
1297,86.815117,2015-03-02
1298,83.587013,2015-03-03
1299,83.523705,2015-03-04
1300,84.084328,2015-03-05
1301,81.443954,2015-03-06
1302,82.303009,2015-03-09
1303,81.651939,2015-03-10
1304,81.796608,2015-03-11
1305,83.143944,2015-03-12
1306,82.547127,2015-03-13
1307,83.894417,2015-03-16
1308,83.089668,2015-03-17
1309,84.192833,2015-03-18
1310,84.60878,2015-03-19
1311,84.681114,2015-03-20
1312,84.735344,2015-03-23
1313,84.473145,2015-03-24
1314,83.45137,2015-03-25
1315,82.764153,2015-03-26
1316,84.012177,2015-03-27
1317,84.910728,2015-03-30
1318,83.730804,2015-03-31
1319,82.759621,2015-04-01
1320,82.705154,2015-04-02
1321,83.286064,2015-04-06
1322,83.031906,2015-04-07
1323,83.522011,2015-04-08
1324,84.475075,2015-04-09
1325,85.083214,2015-04-10
1326,84.502296,2015-04-13
1327,83.994026,2015-04-14
1328,83.767105,2015-04-15
1329,83.667267,2015-04-16
1330,83.957726,2015-04-17
1331,84.72921,2015-04-20
1332,85.963615,2015-04-21
1333,87.542908,2015-04-22
1334,88.205513,2015-04-23
1335,87.951378,2015-04-24
1336,85.891022,2015-04-27
1337,86.317589,2015-04-28
1338,85.609634,2015-04-29
1339,83.72171,2015-04-30
1340,84.774605,2015-05-01
1341,84.983337,2015-05-04
1342,84.320755,2015-05-05
1343,84.012177,2015-05-06
1344,84.057549,2015-05-07
1345,85.827477,2015-05-08
1346,85.645943,2015-05-11
1347,84.484169,2015-05-12
1348,84.329834,2015-05-13
1349,86.462814,2015-05-14
1350,86.689751,2015-05-15
1351,87.669975,2015-05-18
1352,87.751671,2015-05-19
1353,87.842453,2015-05-20
1354,87.497551,2015-05-21
1355,87.533852,2015-05-22
1356,86.707878,2015-05-26
1357,87.669975,2015-05-27
1358,87.352303,2015-05-28
1359,87.25248,2015-05-29
1360,87.243385,2015-06-01
1361,87.234329,2015-06-02
1362,87.170784,2015-06-03
1363,86.26313,2015-06-04
1364,86.408356,2015-06-05
1365,85.881943,2015-06-08
1366,85.464417,2015-06-09
1367,87.143585,2015-06-10
1368,87.624626,2015-06-11
1369,86.834976,2015-06-12
1370,85.927307,2015-06-15
1371,86.372055,2015-06-16
1372,86.317589,2015-06-17
1373,88.178307,2015-06-18
1374,87.933205,2015-06-19
1375,88.405212,2015-06-22
1376,87.697243,2015-06-23
1377,87.787994,2015-06-24
1378,87.542908,2015-06-25
1379,88.667915,2015-06-26
1380,86.864311,2015-06-29
1381,87.055595,2015-06-30
1382,87.51104,2015-07-01
1383,87.228683,2015-07-02
1384,87.438171,2015-07-06
1385,88.267105,2015-07-07
1386,86.918983,2015-07-08
1387,87.137573,2015-07-09
1388,87.784348,2015-07-10
1389,88.93206,2015-07-13
1390,89.505943,2015-07-14
1391,88.822769,2015-07-15
1392,89.42395,2015-07-16
1393,89.460396,2015-07-17
1394,89.615265,2015-07-20
1395,90.234657,2015-07-21
1396,89.761009,2015-07-22
1397,89.496841,2015-07-23
1398,91.974503,2015-07-24
1399,91.109131,2015-07-27
1400,92.55751,2015-07-28
1401,92.894516,2015-07-29
1402,92.766983,2015-07-30
1403,93.158684,2015-07-31
1404,92.466408,2015-08-03
1405,92.439079,2015-08-04
1406,93.932953,2015-08-05
1407,92.293327,2015-08-06
1408,91.947189,2015-08-07
1409,93.0858,2015-08-10
1410,92.748787,2015-08-11
1411,93.942085,2015-08-12
1412,93.796326,2015-08-13
1413,94.406639,2015-08-14
1414,94.862083,2015-08-17
1415,95.016914,2015-08-18
1416,95.217346,2015-08-19
1417,93.386398,2015-08-20
1418,90.517036,2015-08-21
1419,87.092033,2015-08-24
1420,86.982727,2015-08-25
1421,90.006935,2015-08-26
1422,92.074692,2015-08-27
1423,90.808548,2015-08-28
1424,89.861191,2015-08-31
1425,86.955399,2015-09-01
1426,88.267105,2015-09-02
1427,88.066673,2015-09-03
1428,86.846092,2015-09-04
1429,89.78833,2015-09-08
1430,88.622353,2015-09-09
1431,89.542374,2015-09-10
1432,90.772125,2015-09-11
1433,89.961395,2015-09-14
1434,90.954277,2015-09-15
1435,91.637459,2015-09-16
1436,91.601021,2015-09-17
1437,90.380424,2015-09-18
1438,90.73568,2015-09-21
1439,89.779205,2015-09-22
1440,89.806534,2015-09-23
1441,89.469513,2015-09-24
1442,88.267105,2015-09-25
1443,84.468765,2015-09-28
1444,85.227501,2015-09-29
1445,86.022835,2015-09-30
1446,86.763321,2015-10-01
1447,88.180252,2015-10-02
1448,88.573357,2015-10-05
1449,86.77243,2015-10-06
1450,87.759743,2015-10-07
1451,88.993858,2015-10-08
1452,89.35952,2015-10-09
1453,90.054283,2015-10-12
1454,89.194977,2015-10-13
1455,88.582481,2015-10-14
1456,90.218834,2015-10-15
1457,91.443817,2015-10-16
1458,91.836914,2015-10-19
1459,90.694214,2015-10-20
1460,91.224419,2015-10-21
1461,90.072578,2015-10-22
1462,86.333633,2015-10-23
1463,85.839996,2015-10-26
1464,85.785149,2015-10-27
1465,87.549477,2015-10-28
1466,87.62262,2015-10-29
1467,87.412354,2015-10-30
1468,88.408813,2015-11-02
1469,88.491081,2015-11-03
1470,89.130997,2015-11-04
1471,89.213264,2015-11-05
1472,89.222404,2015-11-06
1473,88.500214,2015-11-09
1474,89.222404,2015-11-10
1475,89.249817,2015-11-11
1476,87.403221,2015-11-12
1477,87.421501,2015-11-13
1478,88.363098,2015-11-16
1479,88.31739,2015-11-17
1480,88.683044,2015-11-18
1481,87.220406,2015-11-19
1482,88.198524,2015-11-20
1483,87.83287,2015-11-23
1484,88.31739,2015-11-24
1485,88.875023,2015-11-25
1486,89.670341,2015-11-27
1487,88.180252,2015-11-30
1488,88.481934,2015-12-01
1489,87.997414,2015-12-02
1490,84.633301,2015-12-03
1491,86.242218,2015-12-04
1492,86.05941,2015-12-07
1493,85.492592,2015-12-08
1494,84.395615,2015-12-09
1495,84.953247,2015-12-10
1496,84.285919,2015-12-11
1497,83.563744,2015-12-14
1498,84.505318,2015-12-15
1499,85.867424,2015-12-16
1500,84.752159,2015-12-17
1501,83.426613,2015-12-18
1502,83.572876,2015-12-21
1503,84.770409,2015-12-22
1504,86.041115,2015-12-23
1505,86.260513,2015-12-24
1506,85.885719,2015-12-28
1507,87.023872,2015-12-29
1508,86.50985,2015-12-30
1509,85.307411,2015-12-31
1510,82.627235,2016-01-04
1511,83.425797,2016-01-05
1512,83.297295,2016-01-06
1513,81.17701,2016-01-07
1514,80.672157,2016-01-08
1515,80.341728,2016-01-11
1516,81.443184,2016-01-12
1517,81.97554,2016-01-13
1518,83.453339,2016-01-14
1519,83.627724,2016-01-15
1520,84.040764,2016-01-19
1521,83.526772,2016-01-20
1522,84.343674,2016-01-21
1523,86.1978,2016-01-22
1524,86.656738,2016-01-25
1525,88.134499,2016-01-26
1526,90.502617,2016-01-27
1527,89.318558,2016-01-28
1528,91.007462,2016-01-29
1529,91.025826,2016-02-01
1530,90.897293,2016-02-02
1531,90.95237,2016-02-03
1532,91.365448,2016-02-04
1533,88.951408,2016-02-05
1534,88.171219,2016-02-08
1535,88.70356,2016-02-09
1536,90.043671,2016-02-10
1537,88.262993,2016-02-11
1538,89.336914,2016-02-12
1539,89.401176,2016-02-16
1540,88.382324,2016-02-17
1541,88.978935,2016-02-18
1542,89.694908,2016-02-19
1543,90.906494,2016-02-22
1544,90.75045,2016-02-23
1545,91.392967,2016-02-24
1546,93.439835,2016-02-25
1547,93.03595,2016-02-26
1548,91.677505,2016-02-29
1549,92.63208,2016-03-01
1550,93.182831,2016-03-02
1551,94.449509,2016-03-03
1552,94.95433,2016-03-04
1553,94.394417,2016-03-07
1554,94.339333,2016-03-08
1555,94.651428,2016-03-09
1556,95.229706,2016-03-10
1557,96.377029,2016-03-11
1558,96.551414,2016-03-14
1559,96.239357,2016-03-15
1560,96.560608,2016-03-16
1561,94.816643,2016-03-17
1562,96.331161,2016-03-18
1563,96.248543,2016-03-21
1564,96.32196,2016-03-22
1565,96.918571,2016-03-23
1566,96.578979,2016-03-24
1567,96.432091,2016-03-28
1568,98.449554,2016-03-29
1569,98.615379,2016-03-30
1570,98.836464,2016-03-31
1571,99.969536,2016-04-01
1572,100.715721,2016-04-04
1573,98.606171,2016-04-05
1574,99.702408,2016-04-06
1575,99.444458,2016-04-07
1576,99.987984,2016-04-08
1577,99.720818,2016-04-11
1578,100.826263,2016-04-12
1579,100.982903,2016-04-13
1580,101.425041,2016-04-14
1581,101.148705,2016-04-15
1582,101.692207,2016-04-18
1583,101.084198,2016-04-19
1584,102.005432,2016-04-20
1585,100.697304,2016-04-21
1586,100.780205,2016-04-22
1587,100.863098,2016-04-25
1588,100.881546,2016-04-26
1589,101.369766,2016-04-27
1590,100.927589,2016-04-28
1591,100.420937,2016-04-29
1592,101.277657,2016-05-02
1593,100.568329,2016-05-03
1594,100.034019,2016-05-04
1595,101.443481,2016-05-05
1596,102.447586,2016-05-06
1597,102.548927,2016-05-09
1598,102.945045,2016-05-10
1599,102.696312,2016-05-11
1600,103.009537,2016-05-12
1601,102.171249,2016-05-13
1602,103.497772,2016-05-16
1603,101.461899,2016-05-17
1604,101.204002,2016-05-18
1605,100.863098,2016-05-19
1606,101.56324,2016-05-20
1607,101.581665,2016-05-23
1608,102.871361,2016-05-24
1609,103.055603,2016-05-25
1610,102.788452,2016-05-26
1611,102.96347,2016-05-27
1612,102.401543,2016-05-31
1613,102.862144,2016-06-01
1614,103.783371,2016-06-02
1615,104.612434,2016-06-03
1616,104.584785,2016-06-06
1617,103.718864,2016-06-07
1618,105.28492,2016-06-08
1619,106.242981,2016-06-09
1620,105.533646,2016-06-10
1621,105.423103,2016-06-13
1622,106.325897,2016-06-14
1623,105.330994,2016-06-15
1624,105.588905,2016-06-16
1625,105.367844,2016-06-17
1626,106.943092,2016-06-20
1627,107.283928,2016-06-21
1628,107.431358,2016-06-22
1629,109.05265,2016-06-23
1630,107.403709,2016-06-24
1631,105.736313,2016-06-27
1632,107.178154,2016-06-28
1633,109.812347,2016-06-29
1634,110.755104,2016-06-30
1635,111.291168,2016-07-01
1636,112.030571,2016-07-05
1637,111.919662,2016-07-06
1638,111.86422,2016-07-07
1639,113.028793,2016-07-08
1640,113.361534,2016-07-11
1641,113.518661,2016-07-12
1642,113.232132,2016-07-13
1643,113.03804,2016-07-14
1644,112.834694,2016-07-15
1645,112.409531,2016-07-18
1646,112.538933,2016-07-19
1647,113.093498,2016-07-20
1648,113.278343,2016-07-21
1649,108.167152,2016-07-22
1650,107.150452,2016-07-25
1651,107.621826,2016-07-26
1652,106.133751,2016-07-27
1653,106.253906,2016-07-28
1654,107.473915,2016-07-29
1655,108.157898,2016-08-01
1656,106.937866,2016-08-02
1657,106.124504,2016-08-03
1658,106.152222,2016-08-04
1659,106.198441,2016-08-05
1660,106.124504,2016-08-08
1661,106.706772,2016-08-09
1662,106.780746,2016-08-10
1663,106.780746,2016-08-11
1664,106.817711,2016-08-12
1665,106.503456,2016-08-15
1666,104.885986,2016-08-16
1667,104.580986,2016-08-17
1668,105.135529,2016-08-18
1669,105.154022,2016-08-19
1670,105.49601,2016-08-22
1671,105.006149,2016-08-23
1672,104.091125,2016-08-24
1673,104.728874,2016-08-25
1674,105.773293,2016-08-26
1675,107.473915,2016-08-29
1676,107.159691,2016-08-30
1677,106.900902,2016-08-31
1678,106.503456,2016-09-01
1679,106.845428,2016-09-02
1680,108.037727,2016-09-06
1681,106.447998,2016-09-07
1682,106.170731,2016-09-08
1683,102.168617,2016-09-09
1684,104.165047,2016-09-12
1685,102.150146,2016-09-13
1686,102.60305,2016-09-14
1687,104.904457,2016-09-15
1688,105.662384,2016-09-16
1689,105.754807,2016-09-19
1690,105.921158,2016-09-20
1691,107.621826,2016-09-21
1692,109.47036,2016-09-22
1693,108.84185,2016-09-23
1694,107.409241,2016-09-26
1695,108.87883,2016-09-27
1696,108.77681,2016-09-28
1697,107.283951,2016-09-29
1698,107.942314,2016-09-30
1699,107.979385,2016-10-03
1700,107.803207,2016-10-04
1701,108.174118,2016-10-05
1702,108.164864,2016-10-06
1703,107.849564,2016-10-07
1704,109.277542,2016-10-10
1705,105.457253,2016-10-11
1706,105.6334,2016-10-12
1707,105.318138,2016-10-13
1708,105.383049,2016-10-14
1709,105.308876,2016-10-17
1710,106.458664,2016-10-18
1711,106.013596,2016-10-19
1712,106.21759,2016-10-20
1713,105.43869,2016-10-21
1714,106.384521,2016-10-24
1715,104.956505,2016-10-25
1716,101.896561,2016-10-26
1717,101.738937,2016-10-27
1718,105.957954,2016-10-28
1719,106.959373,2016-10-31
1720,106.440125,2016-11-01
1721,107.098495,2016-11-02
1722,107.237556,2016-11-03
1723,108.628464,2016-11-04
1724,110.974434,2016-11-07
1725,112.059334,2016-11-08
1726,107.784653,2016-11-09
1727,105.735428,2016-11-10
1728,102.332367,2016-11-11
1729,98.920074,2016-11-14
1730,101.757477,2016-11-15
1731,101.43293,2016-11-16
1732,102.601265,2016-11-17
1733,103.333809,2016-11-18
1734,103.361641,2016-11-21
1735,102.647629,2016-11-22
1736,103.621269,2016-11-23
1737,104.631996,2016-11-25
1738,104.733971,2016-11-28
1739,107.015038,2016-11-29
1740,105.392342,2016-11-30
1741,103.621269,2016-12-01
1742,103.927261,2016-12-02
1743,103.862373,2016-12-05
1744,104.400169,2016-12-06
1745,105.401604,2016-12-07
1746,107.10775,2016-12-08
1747,108.025742,2016-12-09
1748,109.027184,2016-12-12
1749,109.07357,2016-12-13
1750,108.239006,2016-12-14
1751,110.177002,2016-12-15
1752,110.112083,2016-12-16
1753,110.167717,2016-12-19
1754,110.816795,2016-12-20
1755,110.714806,2016-12-21
1756,111.716232,2016-12-22
1757,111.975868,2016-12-23
1758,112.059334,2016-12-27
1759,111.552185,2016-12-28
1760,112.14772,2016-12-29
1761,111.487038,2016-12-30
1762,111.133461,2017-01-03
1763,111.756897,2017-01-04
1764,110.52861,2017-01-05
1765,109.570152,2017-01-06
1766,110.75193,2017-01-09
1767,113.431847,2017-01-10
1768,115.069572,2017-01-11
1769,114.697388,2017-01-12
1770,114.381004,2017-01-13
1771,114.036705,2017-01-17
1772,113.897141,2017-01-18
1773,113.645882,2017-01-19
1774,113.292274,2017-01-20
1775,112.975929,2017-01-23
1776,113.059631,2017-01-24
1777,112.696754,2017-01-25
1778,112.436188,2017-01-26
1779,114.725296,2017-01-27
1780,113.999474,2017-01-30
1781,114.948616,2017-01-31
1782,114.567101,2017-02-01
1783,114.818336,2017-02-02
1784,114.790443,2017-02-03
1785,113.832001,2017-02-06
1786,113.999474,2017-02-07
1787,113.906441,2017-02-08
1788,114.75322,2017-02-09
1789,114.743919,2017-02-10
1790,115.693047,2017-02-13
1791,116.558441,2017-02-14
1792,117.02372,2017-02-15
1793,117.014404,2017-02-16
1794,117.563423,2017-02-17
1795,118.326462,2017-02-21
1796,118.447441,2017-02-22
1797,119.731544,2017-02-23
1798,120.289909,2017-02-24
1799,119.647797,2017-02-27
1800,119.629204,2017-02-28
1801,121.946228,2017-03-01
1802,121.704292,2017-03-02
1803,121.155281,2017-03-03
1804,120.680702,2017-03-06
1805,120.1689,2017-03-07
1806,120.355042,2017-03-08
1807,120.792389,2017-03-09
1808,120.96917,2017-03-10
1809,122.253281,2017-03-13
1810,121.871796,2017-03-14
1811,123.602585,2017-03-15
1812,122.364975,2017-03-16
1813,123.444359,2017-03-17
1814,123.379288,2017-03-20
1815,123.18383,2017-03-21
1816,123.24897,2017-03-22
1817,122.4487,2017-03-23
1818,123.304817,2017-03-24
1819,123.286186,2017-03-27
1820,123.481598,2017-03-28
1821,123.131538,2017-03-29
1822,123.178177,2017-03-30
1823,122.898155,2017-03-31
1824,123.159538,2017-04-03
1825,122.674103,2017-04-04
1826,122.459389,2017-04-05
1827,122.142014,2017-04-06
1828,122.142014,2017-04-07
1829,122.039299,2017-04-10
1830,121.908615,2017-04-11
1831,121.740616,2017-04-12
1832,121.292488,2017-04-13
1833,122.263367,2017-04-17
1834,122.207344,2017-04-18
1835,123.056862,2017-04-19
1836,123.934357,2017-04-20
1837,124.102402,2017-04-21
1838,125.512009,2017-04-24
1839,126.576241,2017-04-25
1840,127.136337,2017-04-26
1841,126.37085,2017-04-27
1842,127.304382,2017-04-28
1843,126.74424,2017-05-01
1844,127.117676,2017-05-02
1845,126.688278,2017-05-03
1846,126.006767,2017-05-04
1847,126.921669,2017-05-05
1848,125.885437,2017-05-08
1849,125.904083,2017-05-09
1850,125.12928,2017-05-10
1851,125.876099,2017-05-11
1852,125.857422,2017-05-12
1853,126.986977,2017-05-15
1854,125.810768,2017-05-16
1855,124.662514,2017-05-17
1856,125.876099,2017-05-18
1857,127.715149,2017-05-19
1858,129.423447,2017-05-22
1859,130.599731,2017-05-23
1860,130.683716,2017-05-24
1861,131.486557,2017-05-25
1862,131.878616,2017-05-26
1863,132.541428,2017-05-30
1864,133.456284,2017-05-31
1865,135.080597,2017-06-01
1866,134.875229,2017-06-02
1867,134.632523,2017-06-05
1868,134.473801,2017-06-06
1869,134.837891,2017-06-07
1870,132.961517,2017-06-08
1871,132.438736,2017-06-09
1872,131.271835,2017-06-12
1873,131.794632,2017-06-13
1874,132.457413,2017-06-14
1875,131.841278,2017-06-15
1876,132.784164,2017-06-16
1877,131.981308,2017-06-19
1878,131.607925,2017-06-20
1879,131.43988,2017-06-21
1880,131.831955,2017-06-22
1881,131.738617,2017-06-23
1882,130.609055,2017-06-26
1883,130.310333,2017-06-27
1884,130.904907,2017-06-28
1885,129.977905,2017-06-29
1886,129.949829,2017-06-30
1887,129.425446,2017-07-03
1888,130.84874,2017-07-05
1889,130.408646,2017-07-06
1890,132.140945,2017-07-07
1891,131.616562,2017-07-10
1892,131.560379,2017-07-11
1893,135.174805,2017-07-12
1894,134.088608,2017-07-13
1895,136.14856,2017-07-14
1896,135.59613,2017-07-17
1897,136.120514,2017-07-18
1898,136.916428,2017-07-19
1899,138.021362,2017-07-20
1900,136.888382,2017-07-21
1901,137.496979,2017-07-24
1902,136.766602,2017-07-25
1903,136.476318,2017-07-26
1904,134.884476,2017-07-27
1905,138.395889,2017-07-28
1906,137.740433,2017-07-31
1907,138.461426,2017-08-01
1908,135.905121,2017-08-02
1909,137.056885,2017-08-03
1910,137.206696,2017-08-04
1911,137.393997,2017-08-07
1912,136.841507,2017-08-08
1913,135.942551,2017-08-09
1914,134.753403,2017-08-10
1915,135.006241,2017-08-11
1916,136.710419,2017-08-14
1917,138.058823,2017-08-15
1918,138.030701,2017-08-16
1919,136.111099,2017-08-17
1920,135.109222,2017-08-18
1921,135.895782,2017-08-21
1922,136.251633,2017-08-22
1923,129.556519,2017-08-23
1924,129.940445,2017-08-24
1925,130.979843,2017-08-25
1926,130.68956,2017-08-28
1927,130.539764,2017-08-29
1928,130.464844,2017-08-30
1929,132.375031,2017-08-31
