Dates,AZN
2014-08-15,72.228683
2014-08-18,72.991615
2014-08-19,73.584023
2014-08-20,73.503197
2014-08-21,74.409805
2014-08-22,73.727631
2014-08-25,74.436745
2014-08-26,74.364899
2014-08-27,73.898163
2014-08-28,74.203354
2014-08-29,74.777809
2014-09-02,74.607262
2014-09-03,74.957298
2014-09-04,74.795761
2014-09-05,75.513817
2014-09-08,75.639481
2014-09-09,75.172745
2014-09-10,75.31633
2014-09-11,75.612587
2014-09-12,74.912415
2014-09-15,74.858574
2014-09-16,75.450981
2014-09-17,75.343285
2014-09-18,75.459961
2014-09-19,74.355934
2014-09-22,73.727631
2014-09-23,73.162163
2014-09-24,73.718658
2014-09-25,72.910843
2014-09-26,73.428879
2014-09-29,73.446892
2014-09-30,72.753166
2014-10-01,73.275726
2014-10-02,73.645119
2014-10-03,74.338867
2014-10-06,75.411003
2014-10-07,74.275803
2014-10-08,75.996628
2014-10-09,74.70826
2014-10-10,73.789284
2014-10-13,73.176613
2014-10-14,72.654053
2014-10-15,71.608932
2014-10-16,71.356667
2014-10-17,72.329697
2014-10-20,72.978424
2014-10-21,74.005524
2014-10-22,74.383881
2014-10-23,75.257858
2014-10-24,75.879509
2014-10-27,76.023674
2014-10-28,77.654419
2014-10-29,78.095894
2014-10-30,78.420258
2014-10-31,78.861725
2014-11-03,78.249054
2014-11-04,78.969833
2014-11-05,79.303185
2014-11-06,79.780724
2014-11-07,78.807663
2014-11-10,79.681587
2014-11-11,79.89785
2014-11-12,79.807747
2014-11-13,80.041969
2014-11-14,79.28521
2014-11-17,79.762688
2014-11-18,81.231285
2014-11-19,80.762779
2014-11-20,80.771774
2014-11-21,81.186211
2014-11-24,82.348457
2014-11-25,82.798958
2014-11-26,83.222412
2014-11-28,83.708969
2014-12-01,83.75396
2014-12-02,85.285645
2014-12-03,85.15049
2014-12-04,85.033333
2014-12-05,85.24958
2014-12-08,85.23156
2014-12-09,85.060394
2014-12-10,83.465668
2014-12-11,84.159401
2014-12-12,82.889038
2014-12-15,82.348457
2014-12-16,81.789864
2014-12-17,83.636841
2014-12-18,86.339745
2014-12-19,85.402748
2014-12-22,85.582909
2014-12-23,87.042511
2014-12-24,86.492928
2014-12-26,86.168571
2014-12-29,86.308731
2014-12-30,86.40818
2014-12-31,85.29599
2015-01-02,84.988548
2015-01-05,83.677406
2015-01-06,83.559868
2015-01-07,85.142296
2015-01-08,86.58905
2015-01-09,85.540131
2015-01-12,85.015663
2015-01-13,85.196518
2015-01-14,84.31942
2015-01-15,82.737015
2015-01-16,83.596039
2015-01-20,82.890739
2015-01-21,83.288597
2015-01-22,84.42791
2015-01-23,83.82209
2015-01-26,83.686455
2015-01-27,83.487526
2015-01-28,83.867294
2015-01-29,84.708237
2015-01-30,82.330124
2015-02-02,82.972137
2015-02-03,83.858253
2015-02-04,83.614128
2015-02-05,84.699181
2015-02-06,83.831146
2015-02-09,83.098701
2015-02-10,84.147606
2015-02-11,84.057175
2015-02-12,84.42791
2015-02-13,85.458771
2015-02-17,85.965126
2015-02-18,86.127876
2015-02-19,85.50396
2015-02-20,86.127876
2015-02-23,86.444351
2015-02-24,85.793304
2015-02-25,85.512978
2015-02-26,85.359276
2015-02-27,85.675751
2015-03-02,86.815117
2015-03-03,83.587013
2015-03-04,83.523705
2015-03-05,84.084328
2015-03-06,81.443954
2015-03-09,82.303009
2015-03-10,81.651939
2015-03-11,81.796608
2015-03-12,83.143944
2015-03-13,82.547127
2015-03-16,83.894417
2015-03-17,83.089668
2015-03-18,84.192833
2015-03-19,84.60878
2015-03-20,84.681114
2015-03-23,84.735344
2015-03-24,84.473145
2015-03-25,83.45137
2015-03-26,82.764153
2015-03-27,84.012177
2015-03-30,84.910728
2015-03-31,83.730804
2015-04-01,82.759621
2015-04-02,82.705154
2015-04-06,83.286064
2015-04-07,83.031906
2015-04-08,83.522011
2015-04-09,84.475075
2015-04-10,85.083214
2015-04-13,84.502296
2015-04-14,83.994026
2015-04-15,83.767105
2015-04-16,83.667267
2015-04-17,83.957726
2015-04-20,84.72921
2015-04-21,85.963615
2015-04-22,87.542908
2015-04-23,88.205513
2015-04-24,87.951378
2015-04-27,85.891022
2015-04-28,86.317589
2015-04-29,85.609634
2015-04-30,83.72171
2015-05-01,84.774605
2015-05-04,84.983337
2015-05-05,84.320755
2015-05-06,84.012177
2015-05-07,84.057549
2015-05-08,85.827477
2015-05-11,85.645943
2015-05-12,84.484169
2015-05-13,84.329834
2015-05-14,86.462814
2015-05-15,86.689751
2015-05-18,87.669975
2015-05-19,87.751671
2015-05-20,87.842453
2015-05-21,87.497551
2015-05-22,87.533852
2015-05-26,86.707878
2015-05-27,87.669975
2015-05-28,87.352303
2015-05-29,87.25248
2015-06-01,87.243385
2015-06-02,87.234329
2015-06-03,87.170784
2015-06-04,86.26313
2015-06-05,86.408356
2015-06-08,85.881943
2015-06-09,85.464417
2015-06-10,87.143585
2015-06-11,87.624626
2015-06-12,86.834976
2015-06-15,85.927307
2015-06-16,86.372055
2015-06-17,86.317589
2015-06-18,88.178307
2015-06-19,87.933205
2015-06-22,88.405212
2015-06-23,87.697243
2015-06-24,87.787994
2015-06-25,87.542908
2015-06-26,88.667915
2015-06-29,86.864311
2015-06-30,87.055595
2015-07-01,87.51104
2015-07-02,87.228683
2015-07-06,87.438171
2015-07-07,88.267105
2015-07-08,86.918983
2015-07-09,87.137573
2015-07-10,87.784348
2015-07-13,88.93206
2015-07-14,89.505943
2015-07-15,88.822769
2015-07-16,89.42395
2015-07-17,89.460396
2015-07-20,89.615265
2015-07-21,90.234657
2015-07-22,89.761009
2015-07-23,89.496841
2015-07-24,91.974503
2015-07-27,91.109131
2015-07-28,92.55751
2015-07-29,92.894516
2015-07-30,92.766983
2015-07-31,93.158684
2015-08-03,92.466408
2015-08-04,92.439079
2015-08-05,93.932953
2015-08-06,92.293327
2015-08-07,91.947189
2015-08-10,93.0858
2015-08-11,92.748787
2015-08-12,93.942085
2015-08-13,93.796326
2015-08-14,94.406639
2015-08-17,94.862083
2015-08-18,95.016914
2015-08-19,95.217346
2015-08-20,93.386398
2015-08-21,90.517036
2015-08-24,87.092033
2015-08-25,86.982727
2015-08-26,90.006935
2015-08-27,92.074692
2015-08-28,90.808548
2015-08-31,89.861191
2015-09-01,86.955399
2015-09-02,88.267105
2015-09-03,88.066673
2015-09-04,86.846092
2015-09-08,89.78833
2015-09-09,88.622353
2015-09-10,89.542374
2015-09-11,90.772125
2015-09-14,89.961395
2015-09-15,90.954277
2015-09-16,91.637459
2015-09-17,91.601021
2015-09-18,90.380424
2015-09-21,90.73568
2015-09-22,89.779205
2015-09-23,89.806534
2015-09-24,89.469513
2015-09-25,88.267105
2015-09-28,84.468765
2015-09-29,85.227501
2015-09-30,86.022835
2015-10-01,86.763321
2015-10-02,88.180252
2015-10-05,88.573357
2015-10-06,86.77243
2015-10-07,87.759743
2015-10-08,88.993858
2015-10-09,89.35952
2015-10-12,90.054283
2015-10-13,89.194977
2015-10-14,88.582481
2015-10-15,90.218834
2015-10-16,91.443817
2015-10-19,91.836914
2015-10-20,90.694214
2015-10-21,91.224419
2015-10-22,90.072578
2015-10-23,86.333633
2015-10-26,85.839996
2015-10-27,85.785149
2015-10-28,87.549477
2015-10-29,87.62262
2015-10-30,87.412354
2015-11-02,88.408813
2015-11-03,88.491081
2015-11-04,89.130997
2015-11-05,89.213264
2015-11-06,89.222404
2015-11-09,88.500214
2015-11-10,89.222404
2015-11-11,89.249817
2015-11-12,87.403221
2015-11-13,87.421501
2015-11-16,88.363098
2015-11-17,88.31739
2015-11-18,88.683044
2015-11-19,87.220406
2015-11-20,88.198524
2015-11-23,87.83287
2015-11-24,88.31739
2015-11-25,88.875023
2015-11-27,89.670341
2015-11-30,88.180252
2015-12-01,88.481934
2015-12-02,87.997414
2015-12-03,84.633301
2015-12-04,86.242218
2015-12-07,86.05941
2015-12-08,85.492592
2015-12-09,84.395615
2015-12-10,84.953247
2015-12-11,84.285919
2015-12-14,83.563744
2015-12-15,84.505318
2015-12-16,85.867424
2015-12-17,84.752159
2015-12-18,83.426613
2015-12-21,83.572876
2015-12-22,84.770409
2015-12-23,86.041115
2015-12-24,86.260513
2015-12-28,85.885719
2015-12-29,87.023872
2015-12-30,86.50985
2015-12-31,85.307411
2016-01-04,82.627235
2016-01-05,83.425797
2016-01-06,83.297295
2016-01-07,81.17701
2016-01-08,80.672157
2016-01-11,80.341728
2016-01-12,81.443184
2016-01-13,81.97554
2016-01-14,83.453339
2016-01-15,83.627724
2016-01-19,84.040764
2016-01-20,83.526772
2016-01-21,84.343674
2016-01-22,86.1978
2016-01-25,86.656738
2016-01-26,88.134499
2016-01-27,90.502617
2016-01-28,89.318558
2016-01-29,91.007462
2016-02-01,91.025826
2016-02-02,90.897293
2016-02-03,90.95237
2016-02-04,91.365448
2016-02-05,88.951408
2016-02-08,88.171219
2016-02-09,88.70356
2016-02-10,90.043671
2016-02-11,88.262993
2016-02-12,89.336914
2016-02-16,89.401176
2016-02-17,88.382324
2016-02-18,88.978935
2016-02-19,89.694908
2016-02-22,90.906494
2016-02-23,90.75045
2016-02-24,91.392967
2016-02-25,93.439835
2016-02-26,93.03595
2016-02-29,91.677505
2016-03-01,92.63208
2016-03-02,93.182831
2016-03-03,94.449509
2016-03-04,94.95433
2016-03-07,94.394417
2016-03-08,94.339333
2016-03-09,94.651428
2016-03-10,95.229706
2016-03-11,96.377029
2016-03-14,96.551414
2016-03-15,96.239357
2016-03-16,96.560608
2016-03-17,94.816643
2016-03-18,96.331161
2016-03-21,96.248543
2016-03-22,96.32196
2016-03-23,96.918571
2016-03-24,96.578979
2016-03-28,96.432091
2016-03-29,98.449554
2016-03-30,98.615379
2016-03-31,98.836464
2016-04-01,99.969536
2016-04-04,100.715721
2016-04-05,98.606171
2016-04-06,99.702408
2016-04-07,99.444458
2016-04-08,99.987984
2016-04-11,99.720818
2016-04-12,100.826263
2016-04-13,100.982903
2016-04-14,101.425041
2016-04-15,101.148705
2016-04-18,101.692207
2016-04-19,101.084198
2016-04-20,102.005432
2016-04-21,100.697304
2016-04-22,100.780205
2016-04-25,100.863098
2016-04-26,100.881546
2016-04-27,101.369766
2016-04-28,100.927589
2016-04-29,100.420937
2016-05-02,101.277657
2016-05-03,100.568329
2016-05-04,100.034019
2016-05-05,101.443481
2016-05-06,102.447586
2016-05-09,102.548927
2016-05-10,102.945045
2016-05-11,102.696312
2016-05-12,103.009537
2016-05-13,102.171249
2016-05-16,103.497772
2016-05-17,101.461899
2016-05-18,101.204002
2016-05-19,100.863098
2016-05-20,101.56324
2016-05-23,101.581665
2016-05-24,102.871361
2016-05-25,103.055603
2016-05-26,102.788452
2016-05-27,102.96347
2016-05-31,102.401543
2016-06-01,102.862144
2016-06-02,103.783371
2016-06-03,104.612434
2016-06-06,104.584785
2016-06-07,103.718864
2016-06-08,105.28492
2016-06-09,106.242981
2016-06-10,105.533646
2016-06-13,105.423103
2016-06-14,106.325897
2016-06-15,105.330994
2016-06-16,105.588905
2016-06-17,105.367844
2016-06-20,106.943092
2016-06-21,107.283928
2016-06-22,107.431358
2016-06-23,109.05265
2016-06-24,107.403709
2016-06-27,105.736313
2016-06-28,107.178154
2016-06-29,109.812347
2016-06-30,110.755104
2016-07-01,111.291168
2016-07-05,112.030571
2016-07-06,111.919662
2016-07-07,111.86422
2016-07-08,113.028793
2016-07-11,113.361534
2016-07-12,113.518661
2016-07-13,113.232132
2016-07-14,113.03804
2016-07-15,112.834694
2016-07-18,112.409531
2016-07-19,112.538933
2016-07-20,113.093498
2016-07-21,113.278343
2016-07-22,108.167152
2016-07-25,107.150452
2016-07-26,107.621826
2016-07-27,106.133751
2016-07-28,106.253906
2016-07-29,107.473915
2016-08-01,108.157898
2016-08-02,106.937866
2016-08-03,106.124504
2016-08-04,106.152222
2016-08-05,106.198441
2016-08-08,106.124504
2016-08-09,106.706772
2016-08-10,106.780746
2016-08-11,106.780746
2016-08-12,106.817711
2016-08-15,106.503456
2016-08-16,104.885986
2016-08-17,104.580986
2016-08-18,105.135529
2016-08-19,105.154022
2016-08-22,105.49601
2016-08-23,105.006149
2016-08-24,104.091125
2016-08-25,104.728874
2016-08-26,105.773293
2016-08-29,107.473915
2016-08-30,107.159691
2016-08-31,106.900902
2016-09-01,106.503456
2016-09-02,106.845428
2016-09-06,108.037727
2016-09-07,106.447998
2016-09-08,106.170731
2016-09-09,102.168617
2016-09-12,104.165047
2016-09-13,102.150146
2016-09-14,102.60305
2016-09-15,104.904457
2016-09-16,105.662384
2016-09-19,105.754807
2016-09-20,105.921158
2016-09-21,107.621826
2016-09-22,109.47036
2016-09-23,108.84185
2016-09-26,107.409241
2016-09-27,108.87883
2016-09-28,108.77681
2016-09-29,107.283951
2016-09-30,107.942314
2016-10-03,107.979385
2016-10-04,107.803207
2016-10-05,108.174118
2016-10-06,108.164864
2016-10-07,107.849564
2016-10-10,109.277542
2016-10-11,105.457253
2016-10-12,105.6334
2016-10-13,105.318138
2016-10-14,105.383049
2016-10-17,105.308876
2016-10-18,106.458664
2016-10-19,106.013596
2016-10-20,106.21759
2016-10-21,105.43869
2016-10-24,106.384521
2016-10-25,104.956505
2016-10-26,101.896561
2016-10-27,101.738937
2016-10-28,105.957954
2016-10-31,106.959373
2016-11-01,106.440125
2016-11-02,107.098495
2016-11-03,107.237556
2016-11-04,108.628464
2016-11-07,110.974434
2016-11-08,112.059334
2016-11-09,107.784653
2016-11-10,105.735428
2016-11-11,102.332367
2016-11-14,98.920074
2016-11-15,101.757477
2016-11-16,101.43293
2016-11-17,102.601265
2016-11-18,103.333809
2016-11-21,103.361641
2016-11-22,102.647629
2016-11-23,103.621269
2016-11-25,104.631996
2016-11-28,104.733971
2016-11-29,107.015038
2016-11-30,105.392342
2016-12-01,103.621269
2016-12-02,103.927261
2016-12-05,103.862373
2016-12-06,104.400169
2016-12-07,105.401604
2016-12-08,107.10775
2016-12-09,108.025742
2016-12-12,109.027184
2016-12-13,109.07357
2016-12-14,108.239006
2016-12-15,110.177002
2016-12-16,110.112083
2016-12-19,110.167717
2016-12-20,110.816795
2016-12-21,110.714806
2016-12-22,111.716232
2016-12-23,111.975868
2016-12-27,112.059334
2016-12-28,111.552185
2016-12-29,112.14772
2016-12-30,111.487038
2017-01-03,111.133461
2017-01-04,111.756897
2017-01-05,110.52861
2017-01-06,109.570152
2017-01-09,110.75193
2017-01-10,113.431847
2017-01-11,115.069572
2017-01-12,114.697388
2017-01-13,114.381004
2017-01-17,114.036705
2017-01-18,113.897141
2017-01-19,113.645882
2017-01-20,113.292274
2017-01-23,112.975929
2017-01-24,113.059631
2017-01-25,112.696754
2017-01-26,112.436188
2017-01-27,114.725296
2017-01-30,113.999474
2017-01-31,114.948616
2017-02-01,114.567101
2017-02-02,114.818336
2017-02-03,114.790443
2017-02-06,113.832001
2017-02-07,113.999474
2017-02-08,113.906441
2017-02-09,114.75322
2017-02-10,114.743919
2017-02-13,115.693047
2017-02-14,116.558441
2017-02-15,117.02372
2017-02-16,117.014404
2017-02-17,117.563423
2017-02-21,118.326462
2017-02-22,118.447441
2017-02-23,119.731544
2017-02-24,120.289909
2017-02-27,119.647797
2017-02-28,119.629204
2017-03-01,121.946228
2017-03-02,121.704292
2017-03-03,121.155281
2017-03-06,120.680702
2017-03-07,120.1689
2017-03-08,120.355042
2017-03-09,120.792389
2017-03-10,120.96917
2017-03-13,122.253281
2017-03-14,121.871796
2017-03-15,123.602585
2017-03-16,122.364975
2017-03-17,123.444359
2017-03-20,123.379288
2017-03-21,123.18383
2017-03-22,123.24897
2017-03-23,122.4487
2017-03-24,123.304817
2017-03-27,123.286186
2017-03-28,123.481598
2017-03-29,123.131538
2017-03-30,123.178177
2017-03-31,122.898155
2017-04-03,123.159538
2017-04-04,122.674103
2017-04-05,122.459389
2017-04-06,122.142014
2017-04-07,122.142014
2017-04-10,122.039299
2017-04-11,121.908615
2017-04-12,121.740616
2017-04-13,121.292488
2017-04-17,122.263367
2017-04-18,122.207344
2017-04-19,123.056862
2017-04-20,123.934357
2017-04-21,124.102402
2017-04-24,125.512009
2017-04-25,126.576241
2017-04-26,127.136337
2017-04-27,126.37085
2017-04-28,127.304382
2017-05-01,126.74424
2017-05-02,127.117676
2017-05-03,126.688278
2017-05-04,126.006767
2017-05-05,126.921669
2017-05-08,125.885437
2017-05-09,125.904083
2017-05-10,125.12928
2017-05-11,125.876099
2017-05-12,125.857422
2017-05-15,126.986977
2017-05-16,125.810768
2017-05-17,124.662514
2017-05-18,125.876099
2017-05-19,127.715149
2017-05-22,129.423447
2017-05-23,130.599731
2017-05-24,130.683716
2017-05-25,131.486557
2017-05-26,131.878616
2017-05-30,132.541428
2017-05-31,133.456284
2017-06-01,135.080597
2017-06-02,134.875229
2017-06-05,134.632523
2017-06-06,134.473801
2017-06-07,134.837891
2017-06-08,132.961517
2017-06-09,132.438736
2017-06-12,131.271835
2017-06-13,131.794632
2017-06-14,132.457413
2017-06-15,131.841278
2017-06-16,132.784164
2017-06-19,131.981308
2017-06-20,131.607925
2017-06-21,131.43988
2017-06-22,131.831955
2017-06-23,131.738617
2017-06-26,130.609055
2017-06-27,130.310333
2017-06-28,130.904907
2017-06-29,129.977905
2017-06-30,129.949829
2017-07-03,129.425446
2017-07-05,130.84874
2017-07-06,130.408646
2017-07-07,132.140945
2017-07-10,131.616562
2017-07-11,131.560379
2017-07-12,135.174805
2017-07-13,134.088608
2017-07-14,136.14856
2017-07-17,135.59613
2017-07-18,136.120514
2017-07-19,136.916428
2017-07-20,138.021362
2017-07-21,136.888382
2017-07-24,137.496979
2017-07-25,136.766602
2017-07-26,136.476318
2017-07-27,134.884476
2017-07-28,138.395889
2017-07-31,137.740433
2017-08-01,138.461426
2017-08-02,135.905121
2017-08-03,137.056885
2017-08-04,137.206696
2017-08-07,137.393997
2017-08-08,136.841507
2017-08-09,135.942551
2017-08-10,134.753403
2017-08-11,135.006241
2017-08-14,136.710419
2017-08-15,138.058823
2017-08-16,138.030701
2017-08-17,136.111099
2017-08-18,135.109222
2017-08-21,135.895782
2017-08-22,136.251633
2017-08-23,129.556519
2017-08-24,129.940445
2017-08-25,130.979843
2017-08-28,130.68956
2017-08-29,130.539764
2017-08-30,130.464844
2017-08-31,132.375031
2017-09-01,132.112854
2017-09-05,132.599731
2017-09-06,132.140945
2017-09-07,133.170959
2017-09-08,133.433136
2017-09-11,134.547379
2017-09-12,134.397552
2017-09-13,133.929413
2017-09-14,135.296494
2017-09-15,134.725311
2017-09-18,135.333954
2017-09-19,133.938766
2017-09-20,133.629761
2017-09-21,131.719574
2017-09-22,131.925537
2017-09-25,131.223282
2017-09-26,132.10347
2017-09-27,132.000443
2017-09-28,131.695236
2017-09-29,133.385788
2017-10-02,134.785217
2017-10-03,134.897903
2017-10-04,137.095688
2017-10-05,139.293396
2017-10-06,139.941467
2017-10-09,137.05806
2017-10-10,135.893494
2017-10-11,137.508911
2017-10-12,137.64975
2017-10-13,137.771881
2017-10-16,138.335373
2017-10-17,139.744186
2017-10-18,139.603302
2017-10-19,140.242004
2017-10-20,141.340836
2017-10-23,140.805496
2017-10-24,140.589523
2017-10-25,141.049667
2017-10-26,139.7724
2017-10-27,150.028503
2017-10-30,145.924133
2017-10-31,145.45459
2017-11-01,145.041306
2017-11-02,145.595474
2017-11-03,146.684937
2017-11-06,146.18718
2017-11-07,146.722473
2017-11-08,146.947922
2017-11-09,147.098145
2017-11-10,145.088257
2017-11-13,146.281082
2017-11-14,146.468887
2017-11-15,145.38884
2017-11-16,146.96669
2017-11-17,145.952316
2017-11-20,145.341858
2017-11-21,146.262268
2017-11-22,145.37941
2017-11-24,145.266739
2017-11-27,145.689346
2017-11-28,146.30925
2017-11-29,144.731384
2017-11-30,146.515869
2017-12-01,146.393799
2017-12-04,143.097214
2017-12-05,142.787247
2017-12-06,142.533661
2017-12-07,141.960709
2017-12-08,142.693283
2017-12-11,143.425919
2017-12-12,144.32753
2017-12-13,143.989426
2017-12-14,142.139191
2017-12-15,144.872253
2017-12-18,146.036835
2017-12-19,145.820847
2017-12-20,145.370041
2017-12-21,144.731384
2017-12-22,144.768951
2017-12-26,144.834702
2017-12-27,146.158981
2017-12-28,146.601761
2017-12-29,145.866943
2018-01-02,148.749588
2018-01-03,149.588043
2018-01-04,149.540939
2018-01-05,151.726486
2018-01-08,153.798965
2018-01-09,151.462738
2018-01-10,150.294556
2018-01-11,149.409058
2018-01-12,149.06044
2018-01-16,150.228607
2018-01-17,150.982254
2018-01-18,150.991684
2018-01-19,151.933746
2018-01-22,153.101883
2018-01-23,152.555496
2018-01-24,154.957748
2018-01-25,155.956268
2018-01-26,159.121582
2018-01-29,158.970871
2018-01-30,158.688202
2018-01-31,154.85408
2018-02-01,155.230881
2018-02-02,152.847534
2018-02-05,145.452423
2018-02-06,145.207489
2018-02-07,144.764725
2018-02-08,139.432724
2018-02-09,142.456696
2018-02-12,144.755325
2018-02-13,145.603165
2018-02-14,147.185806
2018-02-15,149.352509
2018-02-16,150.605423
2018-02-20,149.540939
2018-02-21,148.730743
2018-02-22,149.748184
2018-02-23,152.329376
2018-02-26,156.163544
2018-02-27,154.609116
2018-02-28,152.762711
2018-03-01,150.059052
2018-03-02,151.481522
2018-03-05,153.120728
2018-03-06,153.299713
2018-03-07,153.544647
2018-03-08,153.883774
2018-03-09,156.766464
2018-03-12,158.160706
2018-03-13,157.425888
2018-03-14,156.738174
2018-03-15,156.804123
2018-03-16,157.802673
2018-03-19,156.408463
2018-03-20,156.860657
2018-03-21,155.183792
2018-03-22,151.490967
2018-03-23,148.438766
2018-03-26,151.104706
2018-03-27,149.352509
2018-03-28,149.258011
2018-03-29,152.045349
2018-04-02,147.632889
2018-04-03,150.316269
2018-04-04,150.070587
2018-04-05,151.242249
2018-04-06,146.612411
2018-04-09,148.388794
2018-04-10,151.535156
2018-04-11,149.144669
2018-04-12,149.815491
2018-04-13,149.617096
2018-04-16,153.122482
2018-04-17,154.624786
2018-04-18,155.626373
2018-04-19,154.530304
2018-04-20,155.191711
2018-04-23,157.582153
2018-04-24,155.626373
2018-04-25,156.259369
2018-04-26,158.838821
2018-04-27,161.257614
2018-04-30,160.076599
2018-05-01,159.623077
2018-05-02,157.818405
2018-05-03,157.610519
2018-05-04,158.734848
2018-05-07,158.24353
2018-05-08,157.431
2018-05-09,158.158493
2018-05-10,159.651398
2018-05-11,160.133255
2018-05-14,159.821457
2018-05-15,158.942734
2018-05-16,162.287491
2018-05-17,161.815079
2018-05-18,163.279617
2018-05-21,164.158325
2018-05-22,163.364655
2018-05-23,165.745712
2018-05-24,165.386658
2018-05-25,164.196121
2018-05-29,162.835541
2018-05-30,165.414993
2018-05-31,164.422897
2018-06-01,165.783478
2018-06-04,166.643265
2018-06-05,167.446411
2018-06-06,169.865234
2018-06-07,168.325104
2018-06-08,169.081009
2018-06-11,160.416748
2018-06-12,153.575989
2018-06-13,157.412079
2018-06-14,159.443527
2018-06-15,159.093933
2018-06-18,160.860809
2018-06-19,160.369476
2018-06-20,160.189926
2018-06-21,160.445053
2018-06-22,162.514282
2018-06-25,160.88916
2018-06-26,162.750488
2018-06-27,159.830872
2018-06-28,160.096207
2018-06-29,159.991974
2018-07-02,161.03421
2018-07-03,160.873123
2018-07-05,162.33223
2018-07-06,164.018799
2018-07-09,164.492508
2018-07-10,165.222076
2018-07-11,164.312469
2018-07-12,165.174713
2018-07-13,165.146286
2018-07-16,164.312469
2018-07-17,166.861237
2018-07-18,164.615692
2018-07-19,163.781921
2018-07-20,165.146286
2018-07-23,165.506317
2018-07-24,163.838791
2018-07-25,161.053177
2018-07-26,162.389114
2018-07-27,160.162506
2018-07-30,156.325226
2018-07-31,154.676559
2018-08-01,156.334686
2018-08-02,157.708572
2018-08-03,156.618896
2018-08-06,157.405334
2018-08-07,156.505249
2018-08-08,157.433792
2018-08-09,158.23912
2018-08-10,157.168457
2018-08-13,157.386383
2018-08-14,157.481186
2018-08-15,158.02121
2018-08-16,159.830902
2018-08-17,161.053177
2018-08-20,160.029861
2018-08-21,159.461411
2018-08-22,160.645706
2018-08-23,160.503647
2018-08-24,161.053177
2018-08-27,161.526871
2018-08-28,160.967896
2018-08-29,162.275406
2018-08-30,160.14357
2018-08-31,160.532074
2018-09-04,159.745636
2018-09-05,159.215042
2018-09-06,162.25647
2018-09-07,160.835236
2018-09-10,161.44162
2018-09-11,162.739655
2018-09-12,164.189331
2018-09-13,163.980911
2018-09-14,161.545853
2018-09-17,160.95842
2018-09-18,164.956772
2018-09-19,164.416718
2018-09-20,164.378845
2018-09-21,165.3358
2018-09-24,166.832825
2018-09-25,166.539063
2018-09-26,166.548584
2018-09-27,166.292053
2018-09-28,168.80014
2018-10-01,169.721634
2018-10-02,168.515091
2018-10-03,166.548584
2018-10-04,164.895538
2018-10-05,165.389526
2018-10-08,166.254044
2018-10-09,167.280075
2018-10-10,162.596451
2018-10-11,160.287933
2018-10-12,162.491974
2018-10-15,160.943405
2018-10-16,166.349075
2018-10-17,167.422592
2018-10-18,164.449036
2018-10-19,160.496918
2018-10-22,159.3759
2018-10-23,158.302368
2018-10-24,155.043762
2018-10-25,157.010315
2018-10-26,152.364731
2018-10-29,153.666275
2018-10-30,153.941727
2018-10-31,154.112762
2018-11-01,158.245422
2018-11-02,157.105331
2018-11-05,158.017349
2018-11-06,158.397354
2018-11-07,161.266418
2018-11-08,162.729462
2018-11-09,162.691483
2018-11-12,161.513428
2018-11-13,159.432907
2018-11-14,157.703827
2018-11-15,160.287933
2018-11-16,163.555984
2018-11-19,159.33786
2018-11-20,157.656326
2018-11-21,156.126816
2018-11-23,156.563843
2018-11-26,157.618347
2018-11-27,158.720352
2018-11-28,163.099976
2018-11-29,162.368454
2018-11-30,166.691086
2018-12-03,165.199539
2018-12-04,163.641464
2018-12-06,163.822006
2018-12-07,160.411407
2018-12-10,162.662964
2018-12-11,163.080978
2018-12-12,163.983475
2018-12-13,164.221024
2018-12-14,158.23587
2018-12-17,152.1082
2018-12-18,153.409744
2018-12-19,150.103653
2018-12-20,146.104034
2018-12-21,143.196991
2018-12-24,137.753326
2018-12-26,143.291977
2018-12-27,146.873596
2018-12-28,147.559921
2018-12-31,149.418732
2019-01-02,147.273926
2019-01-03,145.329361
2019-01-04,149.714188
2019-01-07,149.657028
2019-01-08,151.468155
2019-01-09,152.326065
2019-01-10,153.793991
2019-01-11,152.030563
2019-01-14,150.286133
2019-01-15,154.556595
2019-01-16,155.75766
2019-01-17,156.720444
2019-01-18,159.713547
2019-01-22,158.121658
2019-01-23,158.026352
2019-01-24,159.47525
2019-01-25,158.007324
2019-01-28,154.423141
2019-01-29,153.536652
2019-01-30,170.999802
2019-01-31,169.264938
2019-02-01,169.017105
2019-02-04,168.855042
2019-02-05,170.96167
2019-02-06,172.248505
2019-02-07,172.296188
2019-02-08,174.116852
2019-02-11,174.946182
2019-02-12,176.976578
2019-02-13,176.62384
2019-02-14,176.862152
2019-02-15,178.091858
2019-02-19,177.405533
2019-02-20,178.863937
2019-02-21,178.806763
2019-02-22,179.845764
2019-02-25,178.711441
2019-02-26,176.576233
2019-02-27,178.034637
2019-02-28,179.693237
2019-03-01,182.619659
2019-03-04,181.752243
2019-03-05,181.04686
2019-03-06,179.531189
2019-03-07,178.311066
2019-03-08,178.473114
2019-03-11,180.370071
2019-03-12,181.87619
2019-03-13,182.867554
2019-03-14,184.306839
2019-03-15,184.964645
2019-03-18,184.526108
2019-03-19,186.947342
2019-03-20,187.919632
2019-03-21,188.73938
2019-03-22,185.345917
2019-03-25,186.041794
2019-03-26,186.90921
2019-03-27,187.02359
2019-03-28,187.444122
2019-03-29,188.782227
2019-04-01,187.425018
2019-04-02,186.536194
2019-04-03,186.220779
